action step s
- 0 1
rmc10_5 1 4
rmc10_5 2 7
rmc10_5 3 9
rmc10_5 4 1
rmc10_5 5 2
rmc10_5 6 6
rmc10_5 7 4
rmc10_5 8 6
rmc10_5 9 4
rmc10_5 10 6
rmc10_5 11 3
rmc10_5 12 6
rmc10_5 13 7
rmc10_5 14 5
rmc10_5 15 5
rmc10_5 16 6
rmc10_5 17 7
rmc10_5 18 1
rmc10_5 19 5
rmc10_5 20 5
rmc10_5 21 5
rmc10_5 22 6
rmc10_5 23 7
rmc10_5 24 5
rmc10_5 25 6
rmc10_5 26 7
rmc10_5 27 1
rmc10_5 28 2
rmc10_5 29 1
rmc10_5 30 2
rmc10_5 31 1
rmc10_5 32 3
rmc10_5 33 2
rmc10_5 34 6
rmc10_5 35 4
rmc10_5 36 8
rmc10_5 37 2
rmc10_5 38 1
rmc10_5 39 2
rmc10_5 40 1
rmc10_5 41 5
rmc10_5 42 6
rmc10_5 43 3
rmc10_5 44 2
rmc10_5 45 1
rmc10_5 46 2
rmc10_5 47 1
rmc10_5 48 2
rmc10_5 49 1
rmc10_5 50 9
rmc10_5 51 1
rmc10_5 52 2
rmc10_5 53 1
rmc10_5 54 5
rmc10_5 55 4
rmc10_5 56 9
rmc10_5 57 1
rmc10_5 58 2
rmc10_5 59 1
rmc10_5 60 9
rmc10_5 61 1
rmc10_5 62 5
rmc10_5 63 3
rmc10_5 64 2
rmc10_5 65 6
rmc10_5 66 7
rmc10_5 67 1
rmc10_5 68 5
rmc10_5 69 6
rmc10_5 70 4
rmc10_5 71 9
rmc10_5 72 2
rmc10_5 73 1
rmc10_5 74 2
rmc10_5 75 6
rmc10_5 76 7
rmc10_5 77 4
rmc10_5 78 7
rmc10_5 79 4
rmc10_5 80 6
rmc10_5 81 7
rmc10_5 82 1
rmc10_5 83 5
rmc10_5 84 6
rmc10_5 85 7
rmc10_5 86 1
rmc10_5 87 4
rmc10_5 88 7
rmc10_5 89 8
rmc10_5 90 2
rmc10_5 91 1
rmc10_5 92 2
rmc10_5 93 1
rmc10_5 94 4
rmc10_5 95 8
rmc10_5 96 3
rmc10_5 97 2
rmc10_5 98 6
rmc10_5 99 4
rmc10_5 100 9
rmc10_5 101 2
rmc10_5 102 1
rmc10_5 103 2
rmc10_5 104 1
rmc10_5 105 5
rmc10_5 106 4
rmc10_5 107 7
rmc10_5 108 5
rmc10_5 109 4
rmc10_5 110 7
rmc10_5 111 4
rmc10_5 112 6
rmc10_5 113 3
rmc10_5 114 7
rmc10_5 115 5
rmc10_5 116 8
rmc10_5 117 4
rmc10_5 118 7
rmc10_5 119 1
rmc10_5 120 2
rmc10_5 121 1
rmc10_5 122 5
rmc10_5 123 6
rmc10_5 124 4
rmc10_5 125 7
rmc10_5 126 4
rmc10_5 127 8
rmc10_5 128 4
rmc10_5 129 6
rmc10_5 130 3
rmc10_5 131 2
rmc10_5 132 6
rmc10_5 133 7
rmc10_5 134 1
rmc10_5 135 2
rmc10_5 136 1
rmc10_5 137 5
rmc10_5 138 6
rmc10_5 139 7
rmc10_5 140 1
rmc10_5 141 2
rmc10_5 142 1
rmc10_5 143 9
rmc10_5 144 1
rmc10_5 145 2
rmc10_5 146 1
rmc10_5 147 5
rmc10_5 148 5
rmc10_5 149 6
rmc10_5 150 4
rmc10_5 151 7
rmc10_5 152 4
rmc10_5 153 6
rmc10_5 154 7
rmc10_5 155 8
rmc10_5 156 2
rmc10_5 157 1
rmc10_5 158 2
rmc10_5 159 1
rmc10_5 160 2
rmc10_5 161 1
rmc10_5 162 2
rmc10_5 163 1
rmc10_5 164 5
rmc10_5 165 6
rmc10_5 166 7
rmc10_5 167 5
rmc10_5 168 5
rmc10_5 169 6
rmc10_5 170 10
rmc10_5 171 2
rmc10_5 172 1
rmc10_5 173 5
rmc10_5 174 5
rmc10_5 175 4
rmc10_5 176 6
rmc10_5 177 4
rmc10_5 178 9
rmc10_5 179 1
rmc10_5 180 3
rmc10_5 181 6
rmc10_5 182 7
rmc10_5 183 4
rmc10_5 184 7
rmc10_5 185 4
rmc10_5 186 8
rmc10_5 187 4
rmc10_5 188 9
rmc10_5 189 1
rmc10_5 190 9
rmc10_5 191 1
rmc10_5 192 5
rmc10_5 193 5
rmc10_5 194 6
rmc10_5 195 3
rmc10_5 196 2
rmc10_5 197 1
rmc10_5 198 9
rmc10_5 199 1
rmc10_5 200 2
rmc10_5 201 1
rmc10_5 202 5
rmc10_5 203 3
rmc10_5 204 2
rmc10_5 205 1
rmc10_5 206 2
rmc10_5 207 6
rmc10_5 208 4
rmc10_5 209 7
rmc10_5 210 5
rmc10_5 211 6
rmc10_5 212 7
rmc10_5 213 1
rmc10_5 214 3
rmc10_5 215 2
rmc10_5 216 6
rmc10_5 217 7
rmc10_5 218 1
rmc10_5 219 9
rmc10_5 220 1
rmc10_5 221 5
rmc10_5 222 3
rmc10_5 223 2
rmc10_5 224 1
rmc10_5 225 2
rmc10_5 226 1
rmc10_5 227 5
rmc10_5 228 6
rmc10_5 229 7
rmc10_5 230 9
rmc10_5 231 1
rmc10_5 232 3
rmc10_5 233 7
rmc10_5 234 1
rmc10_5 235 2
rmc10_5 236 1
rmc10_5 237 5
rmc10_5 238 5
rmc10_5 239 6
rmc10_5 240 7
rmc10_5 241 1
rmc10_5 242 3
rmc10_5 243 2
rmc10_5 244 1
rmc10_5 245 5
rmc10_5 246 4
rmc10_5 247 9
rmc10_5 248 1
rmc10_5 249 5
rmc10_5 250 6
rmc10_5 251 4
rmc10_5 252 6
rmc10_5 253 7
rmc10_5 254 1
rmc10_5 255 9
rmc10_5 256 1
rmc10_5 257 5
rmc10_5 258 6
rmc10_5 259 3
rmc10_5 260 2
rmc10_5 261 1
rmc10_5 262 5
rmc10_5 263 6
rmc10_5 264 7
rmc10_5 265 1
rmc10_5 266 2
rmc10_5 267 6
rmc10_5 268 3
rmc10_5 269 2
rmc10_5 270 1
rmc10_5 271 5
rmc10_5 272 6
rmc10_5 273 7
rmc10_5 274 1
rmc10_5 275 2
rmc10_5 276 6
rmc10_5 277 3
rmc10_5 278 2
rmc10_5 279 1
rmc10_5 280 5
rmc10_5 281 5
rmc10_5 282 5
rmc10_5 283 6
rmc10_5 284 3
rmc10_5 285 2
rmc10_5 286 1
rmc10_5 287 3
rmc10_5 288 2
rmc10_5 289 1
rmc10_5 290 3
rmc10_5 291 2
rmc10_5 292 1
rmc10_5 293 5
rmc10_5 294 10
rmc10_5 295 1
rmc10_5 296 2
rmc10_5 297 1
rmc10_5 298 5
rmc10_5 299 6
rmc10_5 300 4
rmc10_5 301 7
rmc10_5 302 4
rmc10_5 303 6
rmc10_5 304 3
rmc10_5 305 6
rmc10_5 306 4
rmc10_5 307 7
rmc10_5 308 1
rmc10_5 309 2
rmc10_5 310 1
rmc10_5 311 2
rmc10_5 312 1
rmc10_5 313 3
rmc10_5 314 2
rmc10_5 315 9
rmc10_5 316 1
rmc10_5 317 9
rmc10_5 318 1
rmc10_5 319 2
rmc10_5 320 6
rmc10_5 321 7
rmc10_5 322 5
rmc10_5 323 3
rmc10_5 324 2
rmc10_5 325 1
rmc10_5 326 5
rmc10_5 327 6
rmc10_5 328 7
rmc10_5 329 1
rmc10_5 330 5
rmc10_5 331 5
rmc10_5 332 6
rmc10_5 333 7
rmc10_5 334 5
rmc10_5 335 3
rmc10_5 336 6
rmc10_5 337 7
rmc10_5 338 4
rmc10_5 339 9
rmc10_5 340 1
rmc10_5 341 5
rmc10_5 342 4
rmc10_5 343 7
rmc10_5 344 1
rmc10_5 345 2
rmc10_5 346 1
rmc10_5 347 5
rmc10_5 348 6
rmc10_5 349 7
rmc10_5 350 9
rmc10_5 351 1
rmc10_5 352 3
rmc10_5 353 2
rmc10_5 354 6
rmc10_5 355 4
rmc10_5 356 7
rmc10_5 357 1
rmc10_5 358 5
rmc10_5 359 4
rmc10_5 360 7
rmc10_5 361 1
rmc10_5 362 5
rmc10_5 363 8
rmc10_5 364 4
rmc10_5 365 7
rmc10_5 366 5
rmc10_5 367 5
rmc10_5 368 5
rmc10_5 369 6
rmc10_5 370 10
rmc10_5 371 1
rmc10_5 372 5
rmc10_5 373 10
rmc10_5 374 1
rmc10_5 375 2
rmc10_5 376 1
rmc10_5 377 5
rmc10_5 378 8
rmc10_5 379 2
rmc10_5 380 9
rmc10_5 381 1
rmc10_5 382 2
rmc10_5 383 1
rmc10_5 384 5
rmc10_5 385 6
rmc10_5 386 3
rmc10_5 387 7
rmc10_5 388 1
rmc10_5 389 5
rmc10_5 390 6
rmc10_5 391 7
rmc10_5 392 1
rmc10_5 393 2
rmc10_5 394 1
rmc10_5 395 3
rmc10_5 396 7
rmc10_5 397 6
rmc10_5 398 4
rmc10_5 399 7
rmc10_5 400 1
rmc10_5 401 5
rmc10_5 402 6
rmc10_5 403 3
rmc10_5 404 6
rmc10_5 405 4
rmc10_5 406 6
rmc10_5 407 7
rmc10_5 408 1
rmc10_5 409 2
rmc10_5 410 1
rmc10_5 411 9
rmc10_5 412 1
rmc10_5 413 5
rmc10_5 414 5
rmc10_5 415 6
rmc10_5 416 7
rmc10_5 417 1
rmc10_5 418 5
rmc10_5 419 3
rmc10_5 420 9
rmc10_5 421 1
rmc10_5 422 4
rmc10_5 423 8
rmc10_5 424 2
rmc10_5 425 1
rmc10_5 426 5
rmc10_5 427 6
rmc10_5 428 3
rmc10_5 429 6
rmc10_5 430 7
rmc10_5 431 1
rmc10_5 432 4
rmc10_5 433 6
rmc10_5 434 7
rmc10_5 435 1
rmc10_5 436 2
rmc10_5 437 1
rmc10_5 438 4
rmc10_5 439 7
rmc10_5 440 5
rmc10_5 441 5
rmc10_5 442 3
rmc10_5 443 2
rmc10_5 444 1
rmc10_5 445 5
rmc10_5 446 6
rmc10_5 447 7
rmc10_5 448 1
rmc10_5 449 5
rmc10_5 450 3
rmc10_5 451 2
rmc10_5 452 1
rmc10_5 453 5
rmc10_5 454 3
rmc10_5 455 6
rmc10_5 456 3
rmc10_5 457 2
rmc10_5 458 1
rmc10_5 459 2
rmc10_5 460 1
rmc10_5 461 3
rmc10_5 462 2
rmc10_5 463 1
rmc10_5 464 9
rmc10_5 465 1
rmc10_5 466 9
rmc10_5 467 2
rmc10_5 468 1
rmc10_5 469 9
rmc10_5 470 1
rmc10_5 471 5
rmc10_5 472 4
rmc10_5 473 6
rmc10_5 474 3
rmc10_5 475 6
rmc10_5 476 3
rmc10_5 477 2
rmc10_5 478 9
rmc10_5 479 1
rmc10_5 480 5
rmc10_5 481 5
rmc10_5 482 6
rmc10_5 483 3
rmc10_5 484 2
rmc10_5 485 1
rmc10_5 486 2
rmc10_5 487 3
rmc10_5 488 2
rmc10_5 489 1
rmc10_5 490 2
rmc10_5 491 1
rmc10_5 492 9
rmc10_5 493 1
rmc10_5 494 3
rmc10_5 495 2
rmc10_5 496 1
rmc10_5 497 2
rmc10_5 498 1
rmc10_5 499 5
rmc10_5 500 6
rmc10_5 501 4
rmc10_5 502 9
rmc10_5 503 1
rmc10_5 504 5
rmc10_5 505 10
rmc10_5 506 2
rmc10_5 507 1
rmc10_5 508 2
rmc10_5 509 1
rmc10_5 510 5
rmc10_5 511 5
rmc10_5 512 6
rmc10_5 513 7
rmc10_5 514 5
rmc10_5 515 6
rmc10_5 516 4
rmc10_5 517 8
rmc10_5 518 4
rmc10_5 519 9
rmc10_5 520 9
rmc10_5 521 1
rmc10_5 522 2
rmc10_5 523 1
rmc10_5 524 5
rmc10_5 525 5
rmc10_5 526 8
rmc10_5 527 6
rmc10_5 528 7
rmc10_5 529 4
rmc10_5 530 6
rmc10_5 531 7
