00000,11111,11111,11111,11111,22222,00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
00000,11111,11111,11111,11111,22222,33333,33333
