action step s srep nrtr i bs s_ab fs ls r rrep fr lr br r_ab recv T k l
- 0 0 0 0 0 false false false false 0 0 false false false false false false 0 0
[NewFile] 1 1 0 0 1 false false false false 0 0 false false false false false true 0 0
[aF] 2 2 0 0 1 false false true false 0 0 false false false false false true 1 0
[aG] 3 2 0 0 1 false false true false 1 0 true false false false true true 0 0
receiver 4 2 0 0 1 false false true false 2 0 true false false false true true 0 0
receiver 5 2 0 0 1 false false true false 3 1 true false false false true true 0 0
[aA] 6 2 0 0 1 false false true false 4 1 true false false true true true 0 1
[aB] 7 4 0 0 1 false true true false 4 1 true false false true true true 0 0
sender 8 1 0 0 2 false true true false 4 1 true false false true true true 0 0
[aF] 9 2 0 0 2 true true false false 4 1 true false false true true true 1 0
[aG] 10 2 0 0 2 true true false false 2 1 false false true true true true 0 0
receiver 11 2 0 0 2 true true false false 3 2 false false true true true true 0 0
[aA] 12 2 0 0 2 true true false false 4 2 false false true false true true 0 1
[aB] 13 4 0 0 2 true false false false 4 2 false false true false true true 0 0
sender 14 1 0 0 3 true false false false 4 2 false false true false true true 0 0
[aF] 15 2 0 0 3 false false false false 4 2 false false true false true true 1 0
[aG] 16 2 0 0 3 false false false false 2 2 false false false false true true 0 0
receiver 17 2 0 0 3 false false false false 3 2 false false false false true true 0 0
[aA] 18 2 0 0 3 false false false false 4 2 false false false true true true 0 1
[aB] 19 4 0 0 3 false true false false 4 2 false false false true true true 0 0
sender 20 1 0 0 4 false true false false 4 2 false false false true true true 0 0
[aF] 21 2 0 0 4 true true false false 4 2 false false false true true true 1 0
[aG] 22 2 0 0 4 true true false false 2 2 false false true true true true 0 0
receiver 23 2 0 0 4 true true false false 3 2 false false true true true true 0 0
[aA] 24 2 0 0 4 true true false false 4 2 false false true false true true 0 1
[aB] 25 4 0 0 4 true false false false 4 2 false false true false true true 0 0
sender 26 1 0 0 5 true false false false 4 2 false false true false true true 0 0
[aF] 27 2 0 0 5 false false false false 4 2 false false true false true true 1 0
[aG] 28 2 0 0 5 false false false false 2 2 false false false false true true 0 0
receiver 29 2 0 0 5 false false false false 3 2 false false false false true true 0 0
[aA] 30 2 0 0 5 false false false false 4 2 false false false true true true 0 1
[aB] 31 4 0 0 5 false true false false 4 2 false false false true true true 0 0
sender 32 1 0 0 6 false true false false 4 2 false false false true true true 0 0
[aF] 33 2 0 0 6 true true false false 4 2 false false false true true true 1 0
[aG] 34 2 0 0 6 true true false false 2 2 false false true true true true 0 0
receiver 35 2 0 0 6 true true false false 3 2 false false true true true true 0 0
[aA] 36 2 0 0 6 true true false false 4 2 false false true false true true 0 1
[aB] 37 4 0 0 6 true false false false 4 2 false false true false true true 0 0
sender 38 1 0 0 7 true false false false 4 2 false false true false true true 0 0
[aF] 39 2 0 0 7 false false false false 4 2 false false true false true true 1 0
[aG] 40 2 0 0 7 false false false false 2 2 false false false false true true 0 0
receiver 41 2 0 0 7 false false false false 3 2 false false false false true true 0 0
[aA] 42 2 0 0 7 false false false false 4 2 false false false true true true 0 1
[aB] 43 4 0 0 7 false true false false 4 2 false false false true true true 0 0
sender 44 1 0 0 8 false true false false 4 2 false false false true true true 0 0
[aF] 45 2 0 0 8 true true false false 4 2 false false false true true true 1 0
[aG] 46 2 0 0 8 true true false false 2 2 false false true true true true 0 0
receiver 47 2 0 0 8 true true false false 3 2 false false true true true true 0 0
[aA] 48 2 0 0 8 true true false false 4 2 false false true false true true 0 1
[aB] 49 4 0 0 8 true false false false 4 2 false false true false true true 0 0
sender 50 1 0 0 9 true false false false 4 2 false false true false true true 0 0
[aF] 51 2 0 0 9 false false false false 4 2 false false true false true true 1 0
[aG] 52 2 0 0 9 false false false false 2 2 false false false false true true 0 0
receiver 53 2 0 0 9 false false false false 3 2 false false false false true true 0 0
[aA] 54 2 0 0 9 false false false false 4 2 false false false true true true 0 1
[aB] 55 4 0 0 9 false true false false 4 2 false false false true true true 0 0
sender 56 1 0 0 10 false true false false 4 2 false false false true true true 0 0
[aF] 57 2 0 0 10 true true false false 4 2 false false false true true true 1 0
[aG] 58 2 0 0 10 true true false false 2 2 false false true true true true 0 0
receiver 59 2 0 0 10 true true false false 3 2 false false true true true true 0 0
[aA] 60 2 0 0 10 true true false false 4 2 false false true false true true 0 1
[aB] 61 4 0 0 10 true false false false 4 2 false false true false true true 0 0
sender 62 1 0 0 11 true false false false 4 2 false false true false true true 0 0
[aF] 63 2 0 0 11 false false false false 4 2 false false true false true true 1 0
[aG] 64 2 0 0 11 false false false false 2 2 false false false false true true 0 0
receiver 65 2 0 0 11 false false false false 3 2 false false false false true true 0 0
[aA] 66 2 0 0 11 false false false false 4 2 false false false true true true 0 1
[aB] 67 4 0 0 11 false true false false 4 2 false false false true true true 0 0
sender 68 1 0 0 12 false true false false 4 2 false false false true true true 0 0
[aF] 69 2 0 0 12 true true false false 4 2 false false false true true true 1 0
[aG] 70 2 0 0 12 true true false false 2 2 false false true true true true 0 0
receiver 71 2 0 0 12 true true false false 3 2 false false true true true true 0 0
[aA] 72 2 0 0 12 true true false false 4 2 false false true false true true 0 1
[aB] 73 4 0 0 12 true false false false 4 2 false false true false true true 0 0
sender 74 1 0 0 13 true false false false 4 2 false false true false true true 0 0
[aF] 75 2 0 0 13 false false false false 4 2 false false true false true true 1 0
[aG] 76 2 0 0 13 false false false false 2 2 false false false false true true 0 0
receiver 77 2 0 0 13 false false false false 3 2 false false false false true true 0 0
[aA] 78 2 0 0 13 false false false false 4 2 false false false true true true 0 1
[aB] 79 4 0 0 13 false true false false 4 2 false false false true true true 0 0
sender 80 1 0 0 14 false true false false 4 2 false false false true true true 0 0
[aF] 81 2 0 0 14 true true false false 4 2 false false false true true true 1 0
[aG] 82 2 0 0 14 true true false false 2 2 false false true true true true 0 0
receiver 83 2 0 0 14 true true false false 3 2 false false true true true true 0 0
[aA] 84 2 0 0 14 true true false false 4 2 false false true false true true 0 1
[aB] 85 4 0 0 14 true false false false 4 2 false false true false true true 0 0
sender 86 1 0 0 15 true false false false 4 2 false false true false true true 0 0
[aF] 87 2 0 0 15 false false false false 4 2 false false true false true true 1 0
[aG] 88 2 0 0 15 false false false false 2 2 false false false false true true 0 0
receiver 89 2 0 0 15 false false false false 3 2 false false false false true true 0 0
[aA] 90 2 0 0 15 false false false false 4 2 false false false true true true 0 1
[aB] 91 4 0 0 15 false true false false 4 2 false false false true true true 0 0
sender 92 1 0 0 16 false true false false 4 2 false false false true true true 0 0
[aF] 93 2 0 0 16 true true false false 4 2 false false false true true true 1 0
[aG] 94 2 0 0 16 true true false false 2 2 false false true true true true 0 0
receiver 95 2 0 0 16 true true false false 3 2 false false true true true true 0 0
[aA] 96 2 0 0 16 true true false false 4 2 false false true false true true 0 1
[aB] 97 4 0 0 16 true false false false 4 2 false false true false true true 0 0
sender 98 1 0 0 17 true false false false 4 2 false false true false true true 0 0
[aF] 99 2 0 0 17 false false false false 4 2 false false true false true true 1 0
[aG] 100 2 0 0 17 false false false false 2 2 false false false false true true 0 0
receiver 101 2 0 0 17 false false false false 3 2 false false false false true true 0 0
[aA] 102 2 0 0 17 false false false false 4 2 false false false true true true 0 2
[TO_Ack] 103 3 0 0 17 false false false false 4 2 false false false true true true 0 0
[aF] 104 2 0 1 17 false false false false 4 2 false false false true true true 1 0
[aG] 105 2 0 1 17 false false false false 2 2 false false false true true true 0 0
[aA] 106 2 0 1 17 false false false false 4 2 false false false true true true 0 1
[aB] 107 4 0 1 17 false true false false 4 2 false false false true true true 0 0
sender 108 1 0 1 18 false true false false 4 2 false false false true true true 0 0
[aF] 109 2 0 0 18 true true false false 4 2 false false false true true true 1 0
[aG] 110 2 0 0 18 true true false false 2 2 false false true true true true 0 0
receiver 111 2 0 0 18 true true false false 3 2 false false true true true true 0 0
[aA] 112 2 0 0 18 true true false false 4 2 false false true false true true 0 1
[aB] 113 4 0 0 18 true false false false 4 2 false false true false true true 0 0
sender 114 1 0 0 19 true false false false 4 2 false false true false true true 0 0
[aF] 115 2 0 0 19 false false false false 4 2 false false true false true true 1 0
[aG] 116 2 0 0 19 false false false false 2 2 false false false false true true 0 0
receiver 117 2 0 0 19 false false false false 3 2 false false false false true true 0 0
[aA] 118 2 0 0 19 false false false false 4 2 false false false true true true 0 1
[aB] 119 4 0 0 19 false true false false 4 2 false false false true true true 0 0
sender 120 1 0 0 20 false true false false 4 2 false false false true true true 0 0
[aF] 121 2 0 0 20 true true false false 4 2 false false false true true true 1 0
[aG] 122 2 0 0 20 true true false false 2 2 false false true true true true 0 0
receiver 123 2 0 0 20 true true false false 3 2 false false true true true true 0 0
[aA] 124 2 0 0 20 true true false false 4 2 false false true false true true 0 1
[aB] 125 4 0 0 20 true false false false 4 2 false false true false true true 0 0
sender 126 1 0 0 21 true false false false 4 2 false false true false true true 0 0
[aF] 127 2 0 0 21 false false false false 4 2 false false true false true true 1 0
[aG] 128 2 0 0 21 false false false false 2 2 false false false false true true 0 0
receiver 129 2 0 0 21 false false false false 3 2 false false false false true true 0 0
[aA] 130 2 0 0 21 false false false false 4 2 false false false true true true 0 1
[aB] 131 4 0 0 21 false true false false 4 2 false false false true true true 0 0
sender 132 1 0 0 22 false true false false 4 2 false false false true true true 0 0
[aF] 133 2 0 0 22 true true false false 4 2 false false false true true true 1 0
[aG] 134 2 0 0 22 true true false false 2 2 false false true true true true 0 0
receiver 135 2 0 0 22 true true false false 3 2 false false true true true true 0 0
[aA] 136 2 0 0 22 true true false false 4 2 false false true false true true 0 1
[aB] 137 4 0 0 22 true false false false 4 2 false false true false true true 0 0
sender 138 1 0 0 23 true false false false 4 2 false false true false true true 0 0
[aF] 139 2 0 0 23 false false false false 4 2 false false true false true true 1 0
[aG] 140 2 0 0 23 false false false false 2 2 false false false false true true 0 0
receiver 141 2 0 0 23 false false false false 3 2 false false false false true true 0 0
[aA] 142 2 0 0 23 false false false false 4 2 false false false true true true 0 1
[aB] 143 4 0 0 23 false true false false 4 2 false false false true true true 0 0
sender 144 1 0 0 24 false true false false 4 2 false false false true true true 0 0
[aF] 145 2 0 0 24 true true false false 4 2 false false false true true true 1 0
[aG] 146 2 0 0 24 true true false false 2 2 false false true true true true 0 0
receiver 147 2 0 0 24 true true false false 3 2 false false true true true true 0 0
[aA] 148 2 0 0 24 true true false false 4 2 false false true false true true 0 1
[aB] 149 4 0 0 24 true false false false 4 2 false false true false true true 0 0
sender 150 1 0 0 25 true false false false 4 2 false false true false true true 0 0
[aF] 151 2 0 0 25 false false false false 4 2 false false true false true true 1 0
[aG] 152 2 0 0 25 false false false false 2 2 false false false false true true 0 0
receiver 153 2 0 0 25 false false false false 3 2 false false false false true true 0 0
[aA] 154 2 0 0 25 false false false false 4 2 false false false true true true 0 1
[aB] 155 4 0 0 25 false true false false 4 2 false false false true true true 0 0
sender 156 1 0 0 26 false true false false 4 2 false false false true true true 0 0
[aF] 157 2 0 0 26 true true false false 4 2 false false false true true true 1 0
[aG] 158 2 0 0 26 true true false false 2 2 false false true true true true 0 0
receiver 159 2 0 0 26 true true false false 3 2 false false true true true true 0 0
[aA] 160 2 0 0 26 true true false false 4 2 false false true false true true 0 1
[aB] 161 4 0 0 26 true false false false 4 2 false false true false true true 0 0
sender 162 1 0 0 27 true false false false 4 2 false false true false true true 0 0
[aF] 163 2 0 0 27 false false false false 4 2 false false true false true true 1 0
[aG] 164 2 0 0 27 false false false false 2 2 false false false false true true 0 0
receiver 165 2 0 0 27 false false false false 3 2 false false false false true true 0 0
[aA] 166 2 0 0 27 false false false false 4 2 false false false true true true 0 1
[aB] 167 4 0 0 27 false true false false 4 2 false false false true true true 0 0
sender 168 1 0 0 28 false true false false 4 2 false false false true true true 0 0
[aF] 169 2 0 0 28 true true false false 4 2 false false false true true true 2 0
[TO_Msg] 170 3 0 0 28 true true false false 4 2 false false false true true true 0 0
[aF] 171 2 0 1 28 true true false false 4 2 false false false true true true 1 0
[aG] 172 2 0 1 28 true true false false 2 2 false false true true true true 0 0
receiver 173 2 0 1 28 true true false false 3 2 false false true true true true 0 0
[aA] 174 2 0 1 28 true true false false 4 2 false false true false true true 0 1
[aB] 175 4 0 1 28 true false false false 4 2 false false true false true true 0 0
sender 176 1 0 1 29 true false false false 4 2 false false true false true true 0 0
[aF] 177 2 0 0 29 false false false false 4 2 false false true false true true 1 0
[aG] 178 2 0 0 29 false false false false 2 2 false false false false true true 0 0
receiver 179 2 0 0 29 false false false false 3 2 false false false false true true 0 0
[aA] 180 2 0 0 29 false false false false 4 2 false false false true true true 0 1
[aB] 181 4 0 0 29 false true false false 4 2 false false false true true true 0 0
sender 182 1 0 0 30 false true false false 4 2 false false false true true true 0 0
[aF] 183 2 0 0 30 true true false false 4 2 false false false true true true 1 0
[aG] 184 2 0 0 30 true true false false 2 2 false false true true true true 0 0
receiver 185 2 0 0 30 true true false false 3 2 false false true true true true 0 0
[aA] 186 2 0 0 30 true true false false 4 2 false false true false true true 0 1
[aB] 187 4 0 0 30 true false false false 4 2 false false true false true true 0 0
sender 188 1 0 0 31 true false false false 4 2 false false true false true true 0 0
[aF] 189 2 0 0 31 false false false false 4 2 false false true false true true 1 0
[aG] 190 2 0 0 31 false false false false 2 2 false false false false true true 0 0
receiver 191 2 0 0 31 false false false false 3 2 false false false false true true 0 0
[aA] 192 2 0 0 31 false false false false 4 2 false false false true true true 0 1
[aB] 193 4 0 0 31 false true false false 4 2 false false false true true true 0 0
sender 194 1 0 0 32 false true false false 4 2 false false false true true true 0 0
[aF] 195 2 0 0 32 true true false false 4 2 false false false true true true 1 0
[aG] 196 2 0 0 32 true true false false 2 2 false false true true true true 0 0
receiver 197 2 0 0 32 true true false false 3 2 false false true true true true 0 0
[aA] 198 2 0 0 32 true true false false 4 2 false false true false true true 0 1
[aB] 199 4 0 0 32 true false false false 4 2 false false true false true true 0 0
sender 200 1 0 0 33 true false false false 4 2 false false true false true true 0 0
[aF] 201 2 0 0 33 false false false false 4 2 false false true false true true 1 0
[aG] 202 2 0 0 33 false false false false 2 2 false false false false true true 0 0
receiver 203 2 0 0 33 false false false false 3 2 false false false false true true 0 0
[aA] 204 2 0 0 33 false false false false 4 2 false false false true true true 0 1
[aB] 205 4 0 0 33 false true false false 4 2 false false false true true true 0 0
sender 206 1 0 0 34 false true false false 4 2 false false false true true true 0 0
[aF] 207 2 0 0 34 true true false false 4 2 false false false true true true 1 0
[aG] 208 2 0 0 34 true true false false 2 2 false false true true true true 0 0
receiver 209 2 0 0 34 true true false false 3 2 false false true true true true 0 0
[aA] 210 2 0 0 34 true true false false 4 2 false false true false true true 0 1
[aB] 211 4 0 0 34 true false false false 4 2 false false true false true true 0 0
sender 212 1 0 0 35 true false false false 4 2 false false true false true true 0 0
[aF] 213 2 0 0 35 false false false false 4 2 false false true false true true 1 0
[aG] 214 2 0 0 35 false false false false 2 2 false false false false true true 0 0
receiver 215 2 0 0 35 false false false false 3 2 false false false false true true 0 0
[aA] 216 2 0 0 35 false false false false 4 2 false false false true true true 0 1
