action step s srep nrtr i bs s_ab fs ls r rrep fr lr br r_ab recv T k l
- 0 0 0 0 0 false false false false 0 0 false false false false false false 0 0
[NewFile] 1 1 0 0 1 false false false false 0 0 false false false false false true 0 0
[aF] 2 2 0 0 1 false false true false 0 0 false false false false false true 1 0
[aG] 3 2 0 0 1 false false true false 1 0 true false false false true true 0 0
receiver 4 2 0 0 1 false false true false 2 0 true false false false true true 0 0
receiver 5 2 0 0 1 false false true false 3 1 true false false false true true 0 0
[aA] 6 2 0 0 1 false false true false 4 1 true false false true true true 0 2
[TO_Ack] 7 3 0 0 1 false false true false 4 1 true false false true true true 0 0
[aF] 8 2 0 1 1 false false true false 4 1 true false false true true true 1 0
[aG] 9 2 0 1 1 false false true false 2 1 true false false true true true 0 0
[aA] 10 2 0 1 1 false false true false 4 1 true false false true true true 0 1
[aB] 11 4 0 1 1 false true true false 4 1 true false false true true true 0 0
sender 12 1 0 1 2 false true true false 4 1 true false false true true true 0 0
[aF] 13 2 0 0 2 true true false false 4 1 true false false true true true 1 0
[aG] 14 2 0 0 2 true true false false 2 1 false false true true true true 0 0
receiver 15 2 0 0 2 true true false false 3 2 false false true true true true 0 0
[aA] 16 2 0 0 2 true true false false 4 2 false false true false true true 0 1
[aB] 17 4 0 0 2 true false false false 4 2 false false true false true true 0 0
sender 18 1 0 0 3 true false false false 4 2 false false true false true true 0 0
[aF] 19 2 0 0 3 false false false false 4 2 false false true false true true 1 0
[aG] 20 2 0 0 3 false false false false 2 2 false false false false true true 0 0
receiver 21 2 0 0 3 false false false false 3 2 false false false false true true 0 0
[aA] 22 2 0 0 3 false false false false 4 2 false false false true true true 0 1
[aB] 23 4 0 0 3 false true false false 4 2 false false false true true true 0 0
sender 24 1 0 0 4 false true false false 4 2 false false false true true true 0 0
[aF] 25 2 0 0 4 true true false false 4 2 false false false true true true 1 0
[aG] 26 2 0 0 4 true true false false 2 2 false false true true true true 0 0
receiver 27 2 0 0 4 true true false false 3 2 false false true true true true 0 0
[aA] 28 2 0 0 4 true true false false 4 2 false false true false true true 0 1
[aB] 29 4 0 0 4 true false false false 4 2 false false true false true true 0 0
sender 30 1 0 0 5 true false false false 4 2 false false true false true true 0 0
[aF] 31 2 0 0 5 false false false false 4 2 false false true false true true 1 0
[aG] 32 2 0 0 5 false false false false 2 2 false false false false true true 0 0
receiver 33 2 0 0 5 false false false false 3 2 false false false false true true 0 0
[aA] 34 2 0 0 5 false false false false 4 2 false false false true true true 0 1
[aB] 35 4 0 0 5 false true false false 4 2 false false false true true true 0 0
sender 36 1 0 0 6 false true false false 4 2 false false false true true true 0 0
[aF] 37 2 0 0 6 true true false false 4 2 false false false true true true 1 0
[aG] 38 2 0 0 6 true true false false 2 2 false false true true true true 0 0
receiver 39 2 0 0 6 true true false false 3 2 false false true true true true 0 0
[aA] 40 2 0 0 6 true true false false 4 2 false false true false true true 0 1
[aB] 41 4 0 0 6 true false false false 4 2 false false true false true true 0 0
sender 42 1 0 0 7 true false false false 4 2 false false true false true true 0 0
[aF] 43 2 0 0 7 false false false false 4 2 false false true false true true 1 0
[aG] 44 2 0 0 7 false false false false 2 2 false false false false true true 0 0
receiver 45 2 0 0 7 false false false false 3 2 false false false false true true 0 0
[aA] 46 2 0 0 7 false false false false 4 2 false false false true true true 0 1
[aB] 47 4 0 0 7 false true false false 4 2 false false false true true true 0 0
sender 48 1 0 0 8 false true false false 4 2 false false false true true true 0 0
[aF] 49 2 0 0 8 true true false false 4 2 false false false true true true 1 0
[aG] 50 2 0 0 8 true true false false 2 2 false false true true true true 0 0
receiver 51 2 0 0 8 true true false false 3 2 false false true true true true 0 0
[aA] 52 2 0 0 8 true true false false 4 2 false false true false true true 0 1
[aB] 53 4 0 0 8 true false false false 4 2 false false true false true true 0 0
sender 54 1 0 0 9 true false false false 4 2 false false true false true true 0 0
[aF] 55 2 0 0 9 false false false false 4 2 false false true false true true 1 0
[aG] 56 2 0 0 9 false false false false 2 2 false false false false true true 0 0
receiver 57 2 0 0 9 false false false false 3 2 false false false false true true 0 0
[aA] 58 2 0 0 9 false false false false 4 2 false false false true true true 0 1
[aB] 59 4 0 0 9 false true false false 4 2 false false false true true true 0 0
sender 60 1 0 0 10 false true false false 4 2 false false false true true true 0 0
[aF] 61 2 0 0 10 true true false false 4 2 false false false true true true 1 0
[aG] 62 2 0 0 10 true true false false 2 2 false false true true true true 0 0
receiver 63 2 0 0 10 true true false false 3 2 false false true true true true 0 0
[aA] 64 2 0 0 10 true true false false 4 2 false false true false true true 0 1
[aB] 65 4 0 0 10 true false false false 4 2 false false true false true true 0 0
sender 66 1 0 0 11 true false false false 4 2 false false true false true true 0 0
[aF] 67 2 0 0 11 false false false false 4 2 false false true false true true 1 0
[aG] 68 2 0 0 11 false false false false 2 2 false false false false true true 0 0
receiver 69 2 0 0 11 false false false false 3 2 false false false false true true 0 0
[aA] 70 2 0 0 11 false false false false 4 2 false false false true true true 0 1
[aB] 71 4 0 0 11 false true false false 4 2 false false false true true true 0 0
sender 72 1 0 0 12 false true false false 4 2 false false false true true true 0 0
[aF] 73 2 0 0 12 true true false false 4 2 false false false true true true 1 0
[aG] 74 2 0 0 12 true true false false 2 2 false false true true true true 0 0
receiver 75 2 0 0 12 true true false false 3 2 false false true true true true 0 0
[aA] 76 2 0 0 12 true true false false 4 2 false false true false true true 0 1
[aB] 77 4 0 0 12 true false false false 4 2 false false true false true true 0 0
sender 78 1 0 0 13 true false false false 4 2 false false true false true true 0 0
[aF] 79 2 0 0 13 false false false false 4 2 false false true false true true 1 0
[aG] 80 2 0 0 13 false false false false 2 2 false false false false true true 0 0
receiver 81 2 0 0 13 false false false false 3 2 false false false false true true 0 0
[aA] 82 2 0 0 13 false false false false 4 2 false false false true true true 0 2
[TO_Ack] 83 3 0 0 13 false false false false 4 2 false false false true true true 0 0
[aF] 84 2 0 1 13 false false false false 4 2 false false false true true true 1 0
[aG] 85 2 0 1 13 false false false false 2 2 false false false true true true 0 0
[aA] 86 2 0 1 13 false false false false 4 2 false false false true true true 0 1
[aB] 87 4 0 1 13 false true false false 4 2 false false false true true true 0 0
sender 88 1 0 1 14 false true false false 4 2 false false false true true true 0 0
[aF] 89 2 0 0 14 true true false false 4 2 false false false true true true 1 0
[aG] 90 2 0 0 14 true true false false 2 2 false false true true true true 0 0
receiver 91 2 0 0 14 true true false false 3 2 false false true true true true 0 0
[aA] 92 2 0 0 14 true true false false 4 2 false false true false true true 0 1
[aB] 93 4 0 0 14 true false false false 4 2 false false true false true true 0 0
sender 94 1 0 0 15 true false false false 4 2 false false true false true true 0 0
[aF] 95 2 0 0 15 false false false false 4 2 false false true false true true 1 0
[aG] 96 2 0 0 15 false false false false 2 2 false false false false true true 0 0
receiver 97 2 0 0 15 false false false false 3 2 false false false false true true 0 0
[aA] 98 2 0 0 15 false false false false 4 2 false false false true true true 0 1
[aB] 99 4 0 0 15 false true false false 4 2 false false false true true true 0 0
sender 100 1 0 0 16 false true false false 4 2 false false false true true true 0 0
[aF] 101 2 0 0 16 true true false false 4 2 false false false true true true 1 0
[aG] 102 2 0 0 16 true true false false 2 2 false false true true true true 0 0
receiver 103 2 0 0 16 true true false false 3 2 false false true true true true 0 0
[aA] 104 2 0 0 16 true true false false 4 2 false false true false true true 0 1
[aB] 105 4 0 0 16 true false false false 4 2 false false true false true true 0 0
sender 106 1 0 0 17 true false false false 4 2 false false true false true true 0 0
[aF] 107 2 0 0 17 false false false false 4 2 false false true false true true 1 0
[aG] 108 2 0 0 17 false false false false 2 2 false false false false true true 0 0
receiver 109 2 0 0 17 false false false false 3 2 false false false false true true 0 0
[aA] 110 2 0 0 17 false false false false 4 2 false false false true true true 0 1
[aB] 111 4 0 0 17 false true false false 4 2 false false false true true true 0 0
sender 112 1 0 0 18 false true false false 4 2 false false false true true true 0 0
[aF] 113 2 0 0 18 true true false false 4 2 false false false true true true 1 0
[aG] 114 2 0 0 18 true true false false 2 2 false false true true true true 0 0
receiver 115 2 0 0 18 true true false false 3 2 false false true true true true 0 0
[aA] 116 2 0 0 18 true true false false 4 2 false false true false true true 0 1
[aB] 117 4 0 0 18 true false false false 4 2 false false true false true true 0 0
sender 118 1 0 0 19 true false false false 4 2 false false true false true true 0 0
[aF] 119 2 0 0 19 false false false false 4 2 false false true false true true 1 0
[aG] 120 2 0 0 19 false false false false 2 2 false false false false true true 0 0
receiver 121 2 0 0 19 false false false false 3 2 false false false false true true 0 0
[aA] 122 2 0 0 19 false false false false 4 2 false false false true true true 0 1
[aB] 123 4 0 0 19 false true false false 4 2 false false false true true true 0 0
sender 124 1 0 0 20 false true false false 4 2 false false false true true true 0 0
[aF] 125 2 0 0 20 true true false false 4 2 false false false true true true 1 0
[aG] 126 2 0 0 20 true true false false 2 2 false false true true true true 0 0
receiver 127 2 0 0 20 true true false false 3 2 false false true true true true 0 0
[aA] 128 2 0 0 20 true true false false 4 2 false false true false true true 0 1
[aB] 129 4 0 0 20 true false false false 4 2 false false true false true true 0 0
sender 130 1 0 0 21 true false false false 4 2 false false true false true true 0 0
[aF] 131 2 0 0 21 false false false false 4 2 false false true false true true 1 0
[aG] 132 2 0 0 21 false false false false 2 2 false false false false true true 0 0
receiver 133 2 0 0 21 false false false false 3 2 false false false false true true 0 0
[aA] 134 2 0 0 21 false false false false 4 2 false false false true true true 0 1
[aB] 135 4 0 0 21 false true false false 4 2 false false false true true true 0 0
sender 136 1 0 0 22 false true false false 4 2 false false false true true true 0 0
[aF] 137 2 0 0 22 true true false false 4 2 false false false true true true 1 0
[aG] 138 2 0 0 22 true true false false 2 2 false false true true true true 0 0
receiver 139 2 0 0 22 true true false false 3 2 false false true true true true 0 0
[aA] 140 2 0 0 22 true true false false 4 2 false false true false true true 0 1
[aB] 141 4 0 0 22 true false false false 4 2 false false true false true true 0 0
sender 142 1 0 0 23 true false false false 4 2 false false true false true true 0 0
[aF] 143 2 0 0 23 false false false false 4 2 false false true false true true 1 0
[aG] 144 2 0 0 23 false false false false 2 2 false false false false true true 0 0
receiver 145 2 0 0 23 false false false false 3 2 false false false false true true 0 0
[aA] 146 2 0 0 23 false false false false 4 2 false false false true true true 0 1
[aB] 147 4 0 0 23 false true false false 4 2 false false false true true true 0 0
sender 148 1 0 0 24 false true false false 4 2 false false false true true true 0 0
[aF] 149 2 0 0 24 true true false false 4 2 false false false true true true 1 0
[aG] 150 2 0 0 24 true true false false 2 2 false false true true true true 0 0
receiver 151 2 0 0 24 true true false false 3 2 false false true true true true 0 0
[aA] 152 2 0 0 24 true true false false 4 2 false false true false true true 0 1
[aB] 153 4 0 0 24 true false false false 4 2 false false true false true true 0 0
sender 154 1 0 0 25 true false false false 4 2 false false true false true true 0 0
[aF] 155 2 0 0 25 false false false false 4 2 false false true false true true 1 0
[aG] 156 2 0 0 25 false false false false 2 2 false false false false true true 0 0
receiver 157 2 0 0 25 false false false false 3 2 false false false false true true 0 0
[aA] 158 2 0 0 25 false false false false 4 2 false false false true true true 0 1
[aB] 159 4 0 0 25 false true false false 4 2 false false false true true true 0 0
sender 160 1 0 0 26 false true false false 4 2 false false false true true true 0 0
[aF] 161 2 0 0 26 true true false false 4 2 false false false true true true 1 0
[aG] 162 2 0 0 26 true true false false 2 2 false false true true true true 0 0
receiver 163 2 0 0 26 true true false false 3 2 false false true true true true 0 0
[aA] 164 2 0 0 26 true true false false 4 2 false false true false true true 0 1
[aB] 165 4 0 0 26 true false false false 4 2 false false true false true true 0 0
sender 166 1 0 0 27 true false false false 4 2 false false true false true true 0 0
[aF] 167 2 0 0 27 false false false false 4 2 false false true false true true 1 0
[aG] 168 2 0 0 27 false false false false 2 2 false false false false true true 0 0
receiver 169 2 0 0 27 false false false false 3 2 false false false false true true 0 0
[aA] 170 2 0 0 27 false false false false 4 2 false false false true true true 0 1
[aB] 171 4 0 0 27 false true false false 4 2 false false false true true true 0 0
sender 172 1 0 0 28 false true false false 4 2 false false false true true true 0 0
[aF] 173 2 0 0 28 true true false false 4 2 false false false true true true 1 0
[aG] 174 2 0 0 28 true true false false 2 2 false false true true true true 0 0
receiver 175 2 0 0 28 true true false false 3 2 false false true true true true 0 0
[aA] 176 2 0 0 28 true true false false 4 2 false false true false true true 0 1
[aB] 177 4 0 0 28 true false false false 4 2 false false true false true true 0 0
sender 178 1 0 0 29 true false false false 4 2 false false true false true true 0 0
[aF] 179 2 0 0 29 false false false false 4 2 false false true false true true 2 0
[TO_Msg] 180 3 0 0 29 false false false false 4 2 false false true false true true 0 0
[aF] 181 2 0 1 29 false false false false 4 2 false false true false true true 1 0
[aG] 182 2 0 1 29 false false false false 2 2 false false false false true true 0 0
receiver 183 2 0 1 29 false false false false 3 2 false false false false true true 0 0
[aA] 184 2 0 1 29 false false false false 4 2 false false false true true true 0 1
[aB] 185 4 0 1 29 false true false false 4 2 false false false true true true 0 0
sender 186 1 0 1 30 false true false false 4 2 false false false true true true 0 0
[aF] 187 2 0 0 30 true true false false 4 2 false false false true true true 1 0
[aG] 188 2 0 0 30 true true false false 2 2 false false true true true true 0 0
receiver 189 2 0 0 30 true true false false 3 2 false false true true true true 0 0
[aA] 190 2 0 0 30 true true false false 4 2 false false true false true true 0 1
[aB] 191 4 0 0 30 true false false false 4 2 false false true false true true 0 0
sender 192 1 0 0 31 true false false false 4 2 false false true false true true 0 0
[aF] 193 2 0 0 31 false false false false 4 2 false false true false true true 1 0
[aG] 194 2 0 0 31 false false false false 2 2 false false false false true true 0 0
receiver 195 2 0 0 31 false false false false 3 2 false false false false true true 0 0
[aA] 196 2 0 0 31 false false false false 4 2 false false false true true true 0 1
[aB] 197 4 0 0 31 false true false false 4 2 false false false true true true 0 0
sender 198 1 0 0 32 false true false false 4 2 false false false true true true 0 0
[aF] 199 2 0 0 32 true true false false 4 2 false false false true true true 1 0
[aG] 200 2 0 0 32 true true false false 2 2 false false true true true true 0 0
receiver 201 2 0 0 32 true true false false 3 2 false false true true true true 0 0
[aA] 202 2 0 0 32 true true false false 4 2 false false true false true true 0 1
[aB] 203 4 0 0 32 true false false false 4 2 false false true false true true 0 0
sender 204 1 0 0 33 true false false false 4 2 false false true false true true 0 0
[aF] 205 2 0 0 33 false false false false 4 2 false false true false true true 1 0
[aG] 206 2 0 0 33 false false false false 2 2 false false false false true true 0 0
receiver 207 2 0 0 33 false false false false 3 2 false false false false true true 0 0
[aA] 208 2 0 0 33 false false false false 4 2 false false false true true true 0 1
[aB] 209 4 0 0 33 false true false false 4 2 false false false true true true 0 0
sender 210 1 0 0 34 false true false false 4 2 false false false true true true 0 0
[aF] 211 2 0 0 34 true true false false 4 2 false false false true true true 1 0
[aG] 212 2 0 0 34 true true false false 2 2 false false true true true true 0 0
receiver 213 2 0 0 34 true true false false 3 2 false false true true true true 0 0
[aA] 214 2 0 0 34 true true false false 4 2 false false true false true true 0 1
[aB] 215 4 0 0 34 true false false false 4 2 false false true false true true 0 0
sender 216 1 0 0 35 true false false false 4 2 false false true false true true 0 0
