action step s srep nrtr i bs s_ab fs ls r rrep fr lr br r_ab recv T k l
- 0 0 0 0 0 false false false false 0 0 false false false false false false 0 0
[NewFile] 1 1 0 0 1 false false false false 0 0 false false false false false true 0 0
[aF] 2 2 0 0 1 false false true false 0 0 false false false false false true 1 0
[aG] 3 2 0 0 1 false false true false 1 0 true false false false true true 0 0
receiver 4 2 0 0 1 false false true false 2 0 true false false false true true 0 0
receiver 5 2 0 0 1 false false true false 3 1 true false false false true true 0 0
[aA] 6 2 0 0 1 false false true false 4 1 true false false true true true 0 1
[aB] 7 4 0 0 1 false true true false 4 1 true false false true true true 0 0
sender 8 1 0 0 2 false true true false 4 1 true false false true true true 0 0
[aF] 9 2 0 0 2 true true false false 4 1 true false false true true true 1 0
[aG] 10 2 0 0 2 true true false false 2 1 false false true true true true 0 0
receiver 11 2 0 0 2 true true false false 3 2 false false true true true true 0 0
[aA] 12 2 0 0 2 true true false false 4 2 false false true false true true 0 1
[aB] 13 4 0 0 2 true false false false 4 2 false false true false true true 0 0
sender 14 1 0 0 3 true false false false 4 2 false false true false true true 0 0
[aF] 15 2 0 0 3 false false false false 4 2 false false true false true true 1 0
[aG] 16 2 0 0 3 false false false false 2 2 false false false false true true 0 0
receiver 17 2 0 0 3 false false false false 3 2 false false false false true true 0 0
[aA] 18 2 0 0 3 false false false false 4 2 false false false true true true 0 1
[aB] 19 4 0 0 3 false true false false 4 2 false false false true true true 0 0
sender 20 1 0 0 4 false true false false 4 2 false false false true true true 0 0
[aF] 21 2 0 0 4 true true false false 4 2 false false false true true true 1 0
[aG] 22 2 0 0 4 true true false false 2 2 false false true true true true 0 0
receiver 23 2 0 0 4 true true false false 3 2 false false true true true true 0 0
[aA] 24 2 0 0 4 true true false false 4 2 false false true false true true 0 1
[aB] 25 4 0 0 4 true false false false 4 2 false false true false true true 0 0
sender 26 1 0 0 5 true false false false 4 2 false false true false true true 0 0
[aF] 27 2 0 0 5 false false false false 4 2 false false true false true true 1 0
[aG] 28 2 0 0 5 false false false false 2 2 false false false false true true 0 0
receiver 29 2 0 0 5 false false false false 3 2 false false false false true true 0 0
[aA] 30 2 0 0 5 false false false false 4 2 false false false true true true 0 2
[TO_Ack] 31 3 0 0 5 false false false false 4 2 false false false true true true 0 0
[aF] 32 2 0 1 5 false false false false 4 2 false false false true true true 1 0
[aG] 33 2 0 1 5 false false false false 2 2 false false false true true true 0 0
[aA] 34 2 0 1 5 false false false false 4 2 false false false true true true 0 1
[aB] 35 4 0 1 5 false true false false 4 2 false false false true true true 0 0
sender 36 1 0 1 6 false true false false 4 2 false false false true true true 0 0
[aF] 37 2 0 0 6 true true false false 4 2 false false false true true true 1 0
[aG] 38 2 0 0 6 true true false false 2 2 false false true true true true 0 0
receiver 39 2 0 0 6 true true false false 3 2 false false true true true true 0 0
[aA] 40 2 0 0 6 true true false false 4 2 false false true false true true 0 1
[aB] 41 4 0 0 6 true false false false 4 2 false false true false true true 0 0
sender 42 1 0 0 7 true false false false 4 2 false false true false true true 0 0
[aF] 43 2 0 0 7 false false false false 4 2 false false true false true true 1 0
[aG] 44 2 0 0 7 false false false false 2 2 false false false false true true 0 0
receiver 45 2 0 0 7 false false false false 3 2 false false false false true true 0 0
[aA] 46 2 0 0 7 false false false false 4 2 false false false true true true 0 1
[aB] 47 4 0 0 7 false true false false 4 2 false false false true true true 0 0
sender 48 1 0 0 8 false true false false 4 2 false false false true true true 0 0
[aF] 49 2 0 0 8 true true false false 4 2 false false false true true true 1 0
[aG] 50 2 0 0 8 true true false false 2 2 false false true true true true 0 0
receiver 51 2 0 0 8 true true false false 3 2 false false true true true true 0 0
[aA] 52 2 0 0 8 true true false false 4 2 false false true false true true 0 1
[aB] 53 4 0 0 8 true false false false 4 2 false false true false true true 0 0
sender 54 1 0 0 9 true false false false 4 2 false false true false true true 0 0
[aF] 55 2 0 0 9 false false false false 4 2 false false true false true true 1 0
[aG] 56 2 0 0 9 false false false false 2 2 false false false false true true 0 0
receiver 57 2 0 0 9 false false false false 3 2 false false false false true true 0 0
[aA] 58 2 0 0 9 false false false false 4 2 false false false true true true 0 1
[aB] 59 4 0 0 9 false true false false 4 2 false false false true true true 0 0
sender 60 1 0 0 10 false true false false 4 2 false false false true true true 0 0
[aF] 61 2 0 0 10 true true false false 4 2 false false false true true true 1 0
[aG] 62 2 0 0 10 true true false false 2 2 false false true true true true 0 0
receiver 63 2 0 0 10 true true false false 3 2 false false true true true true 0 0
[aA] 64 2 0 0 10 true true false false 4 2 false false true false true true 0 1
[aB] 65 4 0 0 10 true false false false 4 2 false false true false true true 0 0
sender 66 1 0 0 11 true false false false 4 2 false false true false true true 0 0
[aF] 67 2 0 0 11 false false false false 4 2 false false true false true true 1 0
[aG] 68 2 0 0 11 false false false false 2 2 false false false false true true 0 0
receiver 69 2 0 0 11 false false false false 3 2 false false false false true true 0 0
[aA] 70 2 0 0 11 false false false false 4 2 false false false true true true 0 1
[aB] 71 4 0 0 11 false true false false 4 2 false false false true true true 0 0
sender 72 1 0 0 12 false true false false 4 2 false false false true true true 0 0
[aF] 73 2 0 0 12 true true false false 4 2 false false false true true true 1 0
[aG] 74 2 0 0 12 true true false false 2 2 false false true true true true 0 0
receiver 75 2 0 0 12 true true false false 3 2 false false true true true true 0 0
[aA] 76 2 0 0 12 true true false false 4 2 false false true false true true 0 1
[aB] 77 4 0 0 12 true false false false 4 2 false false true false true true 0 0
sender 78 1 0 0 13 true false false false 4 2 false false true false true true 0 0
[aF] 79 2 0 0 13 false false false false 4 2 false false true false true true 1 0
[aG] 80 2 0 0 13 false false false false 2 2 false false false false true true 0 0
receiver 81 2 0 0 13 false false false false 3 2 false false false false true true 0 0
[aA] 82 2 0 0 13 false false false false 4 2 false false false true true true 0 1
[aB] 83 4 0 0 13 false true false false 4 2 false false false true true true 0 0
sender 84 1 0 0 14 false true false false 4 2 false false false true true true 0 0
[aF] 85 2 0 0 14 true true false false 4 2 false false false true true true 1 0
[aG] 86 2 0 0 14 true true false false 2 2 false false true true true true 0 0
receiver 87 2 0 0 14 true true false false 3 2 false false true true true true 0 0
[aA] 88 2 0 0 14 true true false false 4 2 false false true false true true 0 1
[aB] 89 4 0 0 14 true false false false 4 2 false false true false true true 0 0
sender 90 1 0 0 15 true false false false 4 2 false false true false true true 0 0
[aF] 91 2 0 0 15 false false false false 4 2 false false true false true true 1 0
[aG] 92 2 0 0 15 false false false false 2 2 false false false false true true 0 0
receiver 93 2 0 0 15 false false false false 3 2 false false false false true true 0 0
[aA] 94 2 0 0 15 false false false false 4 2 false false false true true true 0 1
[aB] 95 4 0 0 15 false true false false 4 2 false false false true true true 0 0
sender 96 1 0 0 16 false true false false 4 2 false false false true true true 0 0
[aF] 97 2 0 0 16 true true false false 4 2 false false false true true true 1 0
[aG] 98 2 0 0 16 true true false false 2 2 false false true true true true 0 0
receiver 99 2 0 0 16 true true false false 3 2 false false true true true true 0 0
[aA] 100 2 0 0 16 true true false false 4 2 false false true false true true 0 1
[aB] 101 4 0 0 16 true false false false 4 2 false false true false true true 0 0
sender 102 1 0 0 17 true false false false 4 2 false false true false true true 0 0
[aF] 103 2 0 0 17 false false false false 4 2 false false true false true true 1 0
[aG] 104 2 0 0 17 false false false false 2 2 false false false false true true 0 0
receiver 105 2 0 0 17 false false false false 3 2 false false false false true true 0 0
[aA] 106 2 0 0 17 false false false false 4 2 false false false true true true 0 1
[aB] 107 4 0 0 17 false true false false 4 2 false false false true true true 0 0
sender 108 1 0 0 18 false true false false 4 2 false false false true true true 0 0
[aF] 109 2 0 0 18 true true false false 4 2 false false false true true true 2 0
[TO_Msg] 110 3 0 0 18 true true false false 4 2 false false false true true true 0 0
[aF] 111 2 0 1 18 true true false false 4 2 false false false true true true 1 0
[aG] 112 2 0 1 18 true true false false 2 2 false false true true true true 0 0
receiver 113 2 0 1 18 true true false false 3 2 false false true true true true 0 0
[aA] 114 2 0 1 18 true true false false 4 2 false false true false true true 0 1
[aB] 115 4 0 1 18 true false false false 4 2 false false true false true true 0 0
sender 116 1 0 1 19 true false false false 4 2 false false true false true true 0 0
[aF] 117 2 0 0 19 false false false false 4 2 false false true false true true 1 0
[aG] 118 2 0 0 19 false false false false 2 2 false false false false true true 0 0
receiver 119 2 0 0 19 false false false false 3 2 false false false false true true 0 0
[aA] 120 2 0 0 19 false false false false 4 2 false false false true true true 0 1
[aB] 121 4 0 0 19 false true false false 4 2 false false false true true true 0 0
sender 122 1 0 0 20 false true false false 4 2 false false false true true true 0 0
[aF] 123 2 0 0 20 true true false false 4 2 false false false true true true 2 0
[TO_Msg] 124 3 0 0 20 true true false false 4 2 false false false true true true 0 0
[aF] 125 2 0 1 20 true true false false 4 2 false false false true true true 1 0
[aG] 126 2 0 1 20 true true false false 2 2 false false true true true true 0 0
receiver 127 2 0 1 20 true true false false 3 2 false false true true true true 0 0
[aA] 128 2 0 1 20 true true false false 4 2 false false true false true true 0 1
[aB] 129 4 0 1 20 true false false false 4 2 false false true false true true 0 0
sender 130 1 0 1 21 true false false false 4 2 false false true false true true 0 0
[aF] 131 2 0 0 21 false false false false 4 2 false false true false true true 1 0
[aG] 132 2 0 0 21 false false false false 2 2 false false false false true true 0 0
receiver 133 2 0 0 21 false false false false 3 2 false false false false true true 0 0
[aA] 134 2 0 0 21 false false false false 4 2 false false false true true true 0 2
[TO_Ack] 135 3 0 0 21 false false false false 4 2 false false false true true true 0 0
[aF] 136 2 0 1 21 false false false false 4 2 false false false true true true 1 0
[aG] 137 2 0 1 21 false false false false 2 2 false false false true true true 0 0
[aA] 138 2 0 1 21 false false false false 4 2 false false false true true true 0 1
[aB] 139 4 0 1 21 false true false false 4 2 false false false true true true 0 0
sender 140 1 0 1 22 false true false false 4 2 false false false true true true 0 0
[aF] 141 2 0 0 22 true true false false 4 2 false false false true true true 1 0
[aG] 142 2 0 0 22 true true false false 2 2 false false true true true true 0 0
receiver 143 2 0 0 22 true true false false 3 2 false false true true true true 0 0
[aA] 144 2 0 0 22 true true false false 4 2 false false true false true true 0 1
[aB] 145 4 0 0 22 true false false false 4 2 false false true false true true 0 0
sender 146 1 0 0 23 true false false false 4 2 false false true false true true 0 0
[aF] 147 2 0 0 23 false false false false 4 2 false false true false true true 1 0
[aG] 148 2 0 0 23 false false false false 2 2 false false false false true true 0 0
receiver 149 2 0 0 23 false false false false 3 2 false false false false true true 0 0
[aA] 150 2 0 0 23 false false false false 4 2 false false false true true true 0 1
[aB] 151 4 0 0 23 false true false false 4 2 false false false true true true 0 0
sender 152 1 0 0 24 false true false false 4 2 false false false true true true 0 0
[aF] 153 2 0 0 24 true true false false 4 2 false false false true true true 1 0
[aG] 154 2 0 0 24 true true false false 2 2 false false true true true true 0 0
receiver 155 2 0 0 24 true true false false 3 2 false false true true true true 0 0
[aA] 156 2 0 0 24 true true false false 4 2 false false true false true true 0 1
[aB] 157 4 0 0 24 true false false false 4 2 false false true false true true 0 0
sender 158 1 0 0 25 true false false false 4 2 false false true false true true 0 0
[aF] 159 2 0 0 25 false false false false 4 2 false false true false true true 1 0
[aG] 160 2 0 0 25 false false false false 2 2 false false false false true true 0 0
receiver 161 2 0 0 25 false false false false 3 2 false false false false true true 0 0
[aA] 162 2 0 0 25 false false false false 4 2 false false false true true true 0 1
[aB] 163 4 0 0 25 false true false false 4 2 false false false true true true 0 0
sender 164 1 0 0 26 false true false false 4 2 false false false true true true 0 0
[aF] 165 2 0 0 26 true true false false 4 2 false false false true true true 1 0
[aG] 166 2 0 0 26 true true false false 2 2 false false true true true true 0 0
receiver 167 2 0 0 26 true true false false 3 2 false false true true true true 0 0
[aA] 168 2 0 0 26 true true false false 4 2 false false true false true true 0 1
[aB] 169 4 0 0 26 true false false false 4 2 false false true false true true 0 0
sender 170 1 0 0 27 true false false false 4 2 false false true false true true 0 0
[aF] 171 2 0 0 27 false false false false 4 2 false false true false true true 1 0
[aG] 172 2 0 0 27 false false false false 2 2 false false false false true true 0 0
receiver 173 2 0 0 27 false false false false 3 2 false false false false true true 0 0
[aA] 174 2 0 0 27 false false false false 4 2 false false false true true true 0 1
[aB] 175 4 0 0 27 false true false false 4 2 false false false true true true 0 0
sender 176 1 0 0 28 false true false false 4 2 false false false true true true 0 0
[aF] 177 2 0 0 28 true true false false 4 2 false false false true true true 1 0
[aG] 178 2 0 0 28 true true false false 2 2 false false true true true true 0 0
receiver 179 2 0 0 28 true true false false 3 2 false false true true true true 0 0
[aA] 180 2 0 0 28 true true false false 4 2 false false true false true true 0 1
[aB] 181 4 0 0 28 true false false false 4 2 false false true false true true 0 0
sender 182 1 0 0 29 true false false false 4 2 false false true false true true 0 0
[aF] 183 2 0 0 29 false false false false 4 2 false false true false true true 1 0
[aG] 184 2 0 0 29 false false false false 2 2 false false false false true true 0 0
receiver 185 2 0 0 29 false false false false 3 2 false false false false true true 0 0
[aA] 186 2 0 0 29 false false false false 4 2 false false false true true true 0 1
[aB] 187 4 0 0 29 false true false false 4 2 false false false true true true 0 0
sender 188 1 0 0 30 false true false false 4 2 false false false true true true 0 0
[aF] 189 2 0 0 30 true true false false 4 2 false false false true true true 1 0
[aG] 190 2 0 0 30 true true false false 2 2 false false true true true true 0 0
receiver 191 2 0 0 30 true true false false 3 2 false false true true true true 0 0
[aA] 192 2 0 0 30 true true false false 4 2 false false true false true true 0 1
[aB] 193 4 0 0 30 true false false false 4 2 false false true false true true 0 0
sender 194 1 0 0 31 true false false false 4 2 false false true false true true 0 0
[aF] 195 2 0 0 31 false false false false 4 2 false false true false true true 1 0
[aG] 196 2 0 0 31 false false false false 2 2 false false false false true true 0 0
receiver 197 2 0 0 31 false false false false 3 2 false false false false true true 0 0
[aA] 198 2 0 0 31 false false false false 4 2 false false false true true true 0 1
[aB] 199 4 0 0 31 false true false false 4 2 false false false true true true 0 0
sender 200 1 0 0 32 false true false false 4 2 false false false true true true 0 0
[aF] 201 2 0 0 32 true true false false 4 2 false false false true true true 1 0
[aG] 202 2 0 0 32 true true false false 2 2 false false true true true true 0 0
receiver 203 2 0 0 32 true true false false 3 2 false false true true true true 0 0
[aA] 204 2 0 0 32 true true false false 4 2 false false true false true true 0 1
[aB] 205 4 0 0 32 true false false false 4 2 false false true false true true 0 0
sender 206 1 0 0 33 true false false false 4 2 false false true false true true 0 0
[aF] 207 2 0 0 33 false false false false 4 2 false false true false true true 1 0
[aG] 208 2 0 0 33 false false false false 2 2 false false false false true true 0 0
receiver 209 2 0 0 33 false false false false 3 2 false false false false true true 0 0
[aA] 210 2 0 0 33 false false false false 4 2 false false false true true true 0 1
[aB] 211 4 0 0 33 false true false false 4 2 false false false true true true 0 0
sender 212 1 0 0 34 false true false false 4 2 false false false true true true 0 0
[aF] 213 2 0 0 34 true true false false 4 2 false false false true true true 1 0
[aG] 214 2 0 0 34 true true false false 2 2 false false true true true true 0 0
receiver 215 2 0 0 34 true true false false 3 2 false false true true true true 0 0
[aA] 216 2 0 0 34 true true false false 4 2 false false true false true true 0 1
