00000000000000000000,00000200000000000000,00000200002000000000,00000220002000000000,00000220002200000000,00200220002200000000,00200220002200000200,00220220002200000200,00220220002202000200,00222220002202000200,00222220002202200200,10222220002202200200,10222220002202200200,10222220002202200200,10222220002212200200,10222220002212200200,10222220002212200200,11222220002212200200,11222220002212200200,11222220002212200200,11222220002212200200,21222220002212200200,21222220002212200200,21222220002212200200,21222220002222200200,21222220002222200200,21222220002222200200,22222220002222200200,22222220002222200200,22222220002222200200,22222220002222200200,22222220002222200200,22222220002222210200,22222220002222211200,22222220002222211200,22222220002222211210,22222220002222211211,22222220002222211211,22222221002222211211,22222221102222211211,22222221112222211211,22222221112222211211,22222221112222221211,22222221112222222211,22222221112222222211,22222221112222222221,22222221112222222222,22222221112222222222,22222222112222222222,22222222212222222222,22222222222222222222,22222222222222222222
00000000000000000000,20000000000000000000,20000000000000020000,20000020000000020000,20000020000200020000,20200020000200020000,20200020000220020000,20220020000220020000,20220020000220020020,20222020000220020020,20222020000220220020,20222020000220220020,20222020001220220020,20222020001220220020,20222020001220220020,20222020001221220020,20222020001221220020,21222020001221220020,21222020001221220020,21222020001221220020,21222020001221220020,21222020001221220020,21222020002221220020,21222020002221220020,21222020002221220020,21222020002222220020,21222020002222220020,22222020002222220020,22222020002222220020,22222020002222220020,22222020002222220020,22222120002222220020,22222120002222220020,22222120002222221020,22222120002222221120,22222120002222221120,22222120002222221121,22222120002222221121,22222121002222221121,22222121102222221121,22222121112222221121,22222221112222221121,22222221112222221121,22222221112222222121,22222221112222222221,22222221112222222221,22222221112222222222,22222221112222222222,22222222112222222222,22222222212222222222,22222222222222222222,22222222222222222222
00000000000000000000,20000000000000000000,20000000002000000000,20000020002000000000,20000020002000002000,20200020002000002000,20200020002020002000,20200020202020002000,20200020202022002000,20202020202022002000,20202020202022002002,20202020202022002002,20202020202022002002,20202020202122002002,20202020202122002002,20202020202122002002,20202020202122102002,21202020202122102002,21202020202122102002,21212020202122102002,21212020202122102002,21212020202122102002,21212020202122102002,21212020202222102002,21212020202222102002,21212020202222102002,21212020202222202002,22212020202222202002,22212020202222202002,22222020202222202002,22222020202222202002,22222120202222202002,22222120202222212002,22222120202222212002,22222120202222212102,22222120202222212112,22222120202222212112,22222120202222212112,22222121202222212112,22222121202222212112,22222121212222212112,22222221212222212112,22222221212222222112,22222221212222222112,22222221212222222212,22222221212222222222,22222221212222222222,22222221212222222222,22222222212222222222,22222222212222222222,22222222222222222222,22222222222222222222
00000000000000000000,20000000000000000000,20000000000000020000,20000020000000020000,20000020000200020000,20000022000200020000,20000022000220020000,20020022000220020000,20020022000222020000,20020022020222020000,20020022020222020002,20020022020222020002,20020022021222020002,20020022021222020002,20020022021222020002,20020022021222020002,20020022021222120002,21020022021222120002,21120022021222120002,21120022021222120002,21121022021222120002,21121022021222120002,21121022022222120002,21121022022222120002,21121022022222120002,21121022022222120002,21121022022222220002,22121022022222220002,22221022022222220002,22221022022222220002,22222022022222220002,22222122022222220002,22222122022222220002,22222122022222221002,22222122022222221102,22222122022222221112,22222122022222221112,22222122022222221112,22222122022222221112,22222122122222221112,22222122122222221112,22222222122222221112,22222222122222221112,22222222122222222112,22222222122222222212,22222222122222222222,22222222122222222222,22222222122222222222,22222222122222222222,22222222222222222222,22222222222222222222,22222222222222222222
00000000000000000000,20000000000000000000,20000000002000000000,22000000002000000000,22000000002000002000,22200000002000002000,22200000002000002200,22220000002000002200,22220000002000002220,22220000022000002220,22220000022000202220,22220000022000202220,22220000022000202220,22220000022100202220,22220000022110202220,22220000022111202220,22220000022111202220,22220000022111202220,22220000022111202220,22220000022111202220,22221000022111202220,22221000022111202220,22221000022111202220,22221000022211202220,22221000022221202220,22221000022222202220,22221000022222202220,22221000022222202220,22221000022222202220,22221000022222202220,22222000022222202220,22222100022222202220,22222100022222212220,22222100022222212220,22222100022222212220,22222100022222212220,22222100022222212221,22222110022222212221,22222111022222212221,22222111122222212221,22222111122222212221,22222211122222212221,22222211122222222221,22222211122222222221,22222211122222222221,22222211122222222221,22222211122222222222,22222221122222222222,22222222122222222222,22222222222222222222,22222222222222222222,22222222222222222222
00000000000000000000,00000200000000000000,00000200002000000000,02000200002000000000,02000200002000002000,02000202002000002000,02000202002000002200,02020202002000002200,02020202002000002220,02020202022000002220,02020202022000002222,12020202022000002222,12020202022000002222,12020202022100002222,12020202022110002222,12020202022111002222,12020202022111102222,12020202022111102222,12120202022111102222,12120202022111102222,12121202022111102222,22121202022111102222,22121202022111102222,22121202022211102222,22121202022221102222,22121202022222102222,22121202022222202222,22121202022222202222,22221202022222202222,22221202022222202222,22222202022222202222,22222202022222202222,22222202022222212222,22222202022222212222,22222202022222212222,22222202022222212222,22222202022222212222,22222212022222212222,22222212022222212222,22222212122222212222,22222212122222212222,22222212122222212222,22222212122222222222,22222212122222222222,22222212122222222222,22222212122222222222,22222212122222222222,22222222122222222222,22222222122222222222,22222222222222222222,22222222222222222222,22222222222222222222
00000000000000000000,20000000000000000000,20000000000000020000,20000020000000020000,20000020000000022000,20000022000000022000,20000022000020022000,20000022200020022000,20000022200022022000,20002022200022022000,20002022200022222000,20002022200022222000,20002022201022222000,20002022201122222000,20002022201122222000,20002022201122222000,20002022201122222000,21002022201122222000,21102022201122222000,21112022201122222000,21112022201122222000,21112022201122222000,21112022202122222000,21112022202222222000,21112022202222222000,21112022202222222000,21112022202222222000,22112022202222222000,22212022202222222000,22222022202222222000,22222022202222222000,22222122202222222000,22222122202222222000,22222122202222222000,22222122202222222100,22222122202222222110,22222122202222222111,22222122202222222111,22222122202222222111,22222122202222222111,22222122212222222111,22222222212222222111,22222222212222222111,22222222212222222111,22222222212222222211,22222222212222222221,22222222212222222222,22222222212222222222,22222222212222222222,22222222212222222222,22222222222222222222,22222222222222222222
00000000000000000000,20000000000000000000,20000000002000000000,20000020002000000000,20000020002200000000,20200020002200000000,20200020002200000200,20200020202200000200,20200020202202000200,20202020202202000200,20202020202202200200,20202020202202200200,20202020202202200200,20202020202202200200,20202020202212200200,20202020202212200200,20202020202212200200,21202020202212200200,21202020202212200200,21212020202212200200,21212020202212200200,21212020202212200200,21212020202212200200,21212020202212200200,21212020202222200200,21212020202222200200,21212020202222200200,22212020202222200200,22212020202222200200,22222020202222200200,22222020202222200200,22222120202222200200,22222120202222210200,22222120202222211200,22222120202222211200,22222120202222211210,22222120202222211211,22222120202222211211,22222121202222211211,22222121202222211211,22222121212222211211,22222221212222211211,22222221212222221211,22222221212222222211,22222221212222222211,22222221212222222221,22222221212222222222,22222221212222222222,22222222212222222222,22222222212222222222,22222222222222222222,22222222222222222222
00000000000000000000,00000200000000000000,00000200000000020000,02000200000000020000,02000200000200020000,02200200000200020000,02200200000220020000,02220200000220020000,02220200000222020000,02222200000222020000,02222200000222020002,12222200000222020002,12222200001222020002,12222200001222020002,12222200001222020002,12222200001222020002,12222200001222120002,12222200001222120002,12222200001222120002,12222200001222120002,12222200001222120002,22222200001222120002,22222200002222120002,22222200002222120002,22222200002222120002,22222200002222120002,22222200002222220002,22222200002222220002,22222200002222220002,22222200002222220002,22222200002222220002,22222200002222220002,22222200002222220002,22222200002222221002,22222200002222221102,22222200002222221112,22222200002222221112,22222210002222221112,22222211002222221112,22222211102222221112,22222211112222221112,22222211112222221112,22222211112222221112,22222211112222222112,22222211112222222212,22222211112222222222,22222211112222222222,22222221112222222222,22222222112222222222,22222222212222222222,22222222222222222222,22222222222222222222
00000000000000000000,00000200000000000000,00000200002000000000,00000220002000000000,00000220002000002000,00200220002000002000,00200220002020002000,00220220002020002000,00220220002022002000,00222220002022002000,00222220002022202000,10222220002022202000,10222220002022202000,10222220002122202000,10222220002122202000,10222220002122202000,10222220002122202000,11222220002122202000,11222220002122202000,11222220002122202000,11222220002122202000,21222220002122202000,21222220002122202000,21222220002222202000,21222220002222202000,21222220002222202000,21222220002222202000,22222220002222202000,22222220002222202000,22222220002222202000,22222220002222202000,22222220002222202000,22222220002222212000,22222220002222212000,22222220002222212100,22222220002222212110,22222220002222212111,22222220002222212111,22222221002222212111,22222221102222212111,22222221112222212111,22222221112222212111,22222221112222222111,22222221112222222111,22222221112222222211,22222221112222222221,22222221112222222222,22222221112222222222,22222222112222222222,22222222212222222222,22222222222222222222,22222222222222222222
