action step s srep nrtr i bs s_ab fs ls r rrep fr lr br r_ab recv T k l
- 0 0 0 0 0 false false false false 0 0 false false false false false false 0 0
[NewFile] 1 1 0 0 1 false false false false 0 0 false false false false false true 0 0
[aF] 2 2 0 0 1 false false true false 0 0 false false false false false true 1 0
[aG] 3 2 0 0 1 false false true false 1 0 true false false false true true 0 0
receiver 4 2 0 0 1 false false true false 2 0 true false false false true true 0 0
receiver 5 2 0 0 1 false false true false 3 1 true false false false true true 0 0
[aA] 6 2 0 0 1 false false true false 4 1 true false false true true true 0 1
[aB] 7 4 0 0 1 false true true false 4 1 true false false true true true 0 0
sender 8 1 0 0 2 false true true false 4 1 true false false true true true 0 0
[aF] 9 2 0 0 2 true true false false 4 1 true false false true true true 1 0
[aG] 10 2 0 0 2 true true false false 2 1 false false true true true true 0 0
receiver 11 2 0 0 2 true true false false 3 2 false false true true true true 0 0
[aA] 12 2 0 0 2 true true false false 4 2 false false true false true true 0 1
[aB] 13 4 0 0 2 true false false false 4 2 false false true false true true 0 0
sender 14 1 0 0 3 true false false false 4 2 false false true false true true 0 0
[aF] 15 2 0 0 3 false false false false 4 2 false false true false true true 1 0
[aG] 16 2 0 0 3 false false false false 2 2 false false false false true true 0 0
receiver 17 2 0 0 3 false false false false 3 2 false false false false true true 0 0
[aA] 18 2 0 0 3 false false false false 4 2 false false false true true true 0 1
[aB] 19 4 0 0 3 false true false false 4 2 false false false true true true 0 0
sender 20 1 0 0 4 false true false false 4 2 false false false true true true 0 0
[aF] 21 2 0 0 4 true true false false 4 2 false false false true true true 1 0
[aG] 22 2 0 0 4 true true false false 2 2 false false true true true true 0 0
receiver 23 2 0 0 4 true true false false 3 2 false false true true true true 0 0
[aA] 24 2 0 0 4 true true false false 4 2 false false true false true true 0 2
[TO_Ack] 25 3 0 0 4 true true false false 4 2 false false true false true true 0 0
[aF] 26 2 0 1 4 true true false false 4 2 false false true false true true 1 0
[aG] 27 2 0 1 4 true true false false 2 2 false false true false true true 0 0
[aA] 28 2 0 1 4 true true false false 4 2 false false true false true true 0 1
[aB] 29 4 0 1 4 true false false false 4 2 false false true false true true 0 0
sender 30 1 0 1 5 true false false false 4 2 false false true false true true 0 0
[aF] 31 2 0 0 5 false false false false 4 2 false false true false true true 1 0
[aG] 32 2 0 0 5 false false false false 2 2 false false false false true true 0 0
receiver 33 2 0 0 5 false false false false 3 2 false false false false true true 0 0
[aA] 34 2 0 0 5 false false false false 4 2 false false false true true true 0 1
[aB] 35 4 0 0 5 false true false false 4 2 false false false true true true 0 0
sender 36 1 0 0 6 false true false false 4 2 false false false true true true 0 0
[aF] 37 2 0 0 6 true true false false 4 2 false false false true true true 1 0
[aG] 38 2 0 0 6 true true false false 2 2 false false true true true true 0 0
receiver 39 2 0 0 6 true true false false 3 2 false false true true true true 0 0
[aA] 40 2 0 0 6 true true false false 4 2 false false true false true true 0 1
[aB] 41 4 0 0 6 true false false false 4 2 false false true false true true 0 0
sender 42 1 0 0 7 true false false false 4 2 false false true false true true 0 0
[aF] 43 2 0 0 7 false false false false 4 2 false false true false true true 1 0
[aG] 44 2 0 0 7 false false false false 2 2 false false false false true true 0 0
receiver 45 2 0 0 7 false false false false 3 2 false false false false true true 0 0
[aA] 46 2 0 0 7 false false false false 4 2 false false false true true true 0 1
[aB] 47 4 0 0 7 false true false false 4 2 false false false true true true 0 0
sender 48 1 0 0 8 false true false false 4 2 false false false true true true 0 0
[aF] 49 2 0 0 8 true true false false 4 2 false false false true true true 1 0
[aG] 50 2 0 0 8 true true false false 2 2 false false true true true true 0 0
receiver 51 2 0 0 8 true true false false 3 2 false false true true true true 0 0
[aA] 52 2 0 0 8 true true false false 4 2 false false true false true true 0 1
[aB] 53 4 0 0 8 true false false false 4 2 false false true false true true 0 0
sender 54 1 0 0 9 true false false false 4 2 false false true false true true 0 0
[aF] 55 2 0 0 9 false false false false 4 2 false false true false true true 1 0
[aG] 56 2 0 0 9 false false false false 2 2 false false false false true true 0 0
receiver 57 2 0 0 9 false false false false 3 2 false false false false true true 0 0
[aA] 58 2 0 0 9 false false false false 4 2 false false false true true true 0 1
[aB] 59 4 0 0 9 false true false false 4 2 false false false true true true 0 0
sender 60 1 0 0 10 false true false false 4 2 false false false true true true 0 0
[aF] 61 2 0 0 10 true true false false 4 2 false false false true true true 1 0
[aG] 62 2 0 0 10 true true false false 2 2 false false true true true true 0 0
receiver 63 2 0 0 10 true true false false 3 2 false false true true true true 0 0
[aA] 64 2 0 0 10 true true false false 4 2 false false true false true true 0 1
[aB] 65 4 0 0 10 true false false false 4 2 false false true false true true 0 0
sender 66 1 0 0 11 true false false false 4 2 false false true false true true 0 0
[aF] 67 2 0 0 11 false false false false 4 2 false false true false true true 1 0
[aG] 68 2 0 0 11 false false false false 2 2 false false false false true true 0 0
receiver 69 2 0 0 11 false false false false 3 2 false false false false true true 0 0
[aA] 70 2 0 0 11 false false false false 4 2 false false false true true true 0 1
[aB] 71 4 0 0 11 false true false false 4 2 false false false true true true 0 0
sender 72 1 0 0 12 false true false false 4 2 false false false true true true 0 0
[aF] 73 2 0 0 12 true true false false 4 2 false false false true true true 1 0
[aG] 74 2 0 0 12 true true false false 2 2 false false true true true true 0 0
receiver 75 2 0 0 12 true true false false 3 2 false false true true true true 0 0
[aA] 76 2 0 0 12 true true false false 4 2 false false true false true true 0 1
[aB] 77 4 0 0 12 true false false false 4 2 false false true false true true 0 0
sender 78 1 0 0 13 true false false false 4 2 false false true false true true 0 0
[aF] 79 2 0 0 13 false false false false 4 2 false false true false true true 1 0
[aG] 80 2 0 0 13 false false false false 2 2 false false false false true true 0 0
receiver 81 2 0 0 13 false false false false 3 2 false false false false true true 0 0
[aA] 82 2 0 0 13 false false false false 4 2 false false false true true true 0 1
[aB] 83 4 0 0 13 false true false false 4 2 false false false true true true 0 0
sender 84 1 0 0 14 false true false false 4 2 false false false true true true 0 0
[aF] 85 2 0 0 14 true true false false 4 2 false false false true true true 1 0
[aG] 86 2 0 0 14 true true false false 2 2 false false true true true true 0 0
receiver 87 2 0 0 14 true true false false 3 2 false false true true true true 0 0
[aA] 88 2 0 0 14 true true false false 4 2 false false true false true true 0 1
[aB] 89 4 0 0 14 true false false false 4 2 false false true false true true 0 0
sender 90 1 0 0 15 true false false false 4 2 false false true false true true 0 0
[aF] 91 2 0 0 15 false false false false 4 2 false false true false true true 1 0
[aG] 92 2 0 0 15 false false false false 2 2 false false false false true true 0 0
receiver 93 2 0 0 15 false false false false 3 2 false false false false true true 0 0
[aA] 94 2 0 0 15 false false false false 4 2 false false false true true true 0 1
[aB] 95 4 0 0 15 false true false false 4 2 false false false true true true 0 0
sender 96 1 0 0 16 false true false false 4 2 false false false true true true 0 0
[aF] 97 2 0 0 16 true true false false 4 2 false false false true true true 1 0
[aG] 98 2 0 0 16 true true false false 2 2 false false true true true true 0 0
receiver 99 2 0 0 16 true true false false 3 2 false false true true true true 0 0
[aA] 100 2 0 0 16 true true false false 4 2 false false true false true true 0 1
[aB] 101 4 0 0 16 true false false false 4 2 false false true false true true 0 0
sender 102 1 0 0 17 true false false false 4 2 false false true false true true 0 0
[aF] 103 2 0 0 17 false false false false 4 2 false false true false true true 1 0
[aG] 104 2 0 0 17 false false false false 2 2 false false false false true true 0 0
receiver 105 2 0 0 17 false false false false 3 2 false false false false true true 0 0
[aA] 106 2 0 0 17 false false false false 4 2 false false false true true true 0 1
[aB] 107 4 0 0 17 false true false false 4 2 false false false true true true 0 0
sender 108 1 0 0 18 false true false false 4 2 false false false true true true 0 0
[aF] 109 2 0 0 18 true true false false 4 2 false false false true true true 1 0
[aG] 110 2 0 0 18 true true false false 2 2 false false true true true true 0 0
receiver 111 2 0 0 18 true true false false 3 2 false false true true true true 0 0
[aA] 112 2 0 0 18 true true false false 4 2 false false true false true true 0 1
[aB] 113 4 0 0 18 true false false false 4 2 false false true false true true 0 0
sender 114 1 0 0 19 true false false false 4 2 false false true false true true 0 0
[aF] 115 2 0 0 19 false false false false 4 2 false false true false true true 1 0
[aG] 116 2 0 0 19 false false false false 2 2 false false false false true true 0 0
receiver 117 2 0 0 19 false false false false 3 2 false false false false true true 0 0
[aA] 118 2 0 0 19 false false false false 4 2 false false false true true true 0 1
[aB] 119 4 0 0 19 false true false false 4 2 false false false true true true 0 0
sender 120 1 0 0 20 false true false false 4 2 false false false true true true 0 0
[aF] 121 2 0 0 20 true true false false 4 2 false false false true true true 1 0
[aG] 122 2 0 0 20 true true false false 2 2 false false true true true true 0 0
receiver 123 2 0 0 20 true true false false 3 2 false false true true true true 0 0
[aA] 124 2 0 0 20 true true false false 4 2 false false true false true true 0 1
[aB] 125 4 0 0 20 true false false false 4 2 false false true false true true 0 0
sender 126 1 0 0 21 true false false false 4 2 false false true false true true 0 0
[aF] 127 2 0 0 21 false false false false 4 2 false false true false true true 1 0
[aG] 128 2 0 0 21 false false false false 2 2 false false false false true true 0 0
receiver 129 2 0 0 21 false false false false 3 2 false false false false true true 0 0
[aA] 130 2 0 0 21 false false false false 4 2 false false false true true true 0 1
[aB] 131 4 0 0 21 false true false false 4 2 false false false true true true 0 0
sender 132 1 0 0 22 false true false false 4 2 false false false true true true 0 0
[aF] 133 2 0 0 22 true true false false 4 2 false false false true true true 1 0
[aG] 134 2 0 0 22 true true false false 2 2 false false true true true true 0 0
receiver 135 2 0 0 22 true true false false 3 2 false false true true true true 0 0
[aA] 136 2 0 0 22 true true false false 4 2 false false true false true true 0 1
[aB] 137 4 0 0 22 true false false false 4 2 false false true false true true 0 0
sender 138 1 0 0 23 true false false false 4 2 false false true false true true 0 0
[aF] 139 2 0 0 23 false false false false 4 2 false false true false true true 1 0
[aG] 140 2 0 0 23 false false false false 2 2 false false false false true true 0 0
receiver 141 2 0 0 23 false false false false 3 2 false false false false true true 0 0
[aA] 142 2 0 0 23 false false false false 4 2 false false false true true true 0 2
[TO_Ack] 143 3 0 0 23 false false false false 4 2 false false false true true true 0 0
[aF] 144 2 0 1 23 false false false false 4 2 false false false true true true 1 0
[aG] 145 2 0 1 23 false false false false 2 2 false false false true true true 0 0
[aA] 146 2 0 1 23 false false false false 4 2 false false false true true true 0 1
[aB] 147 4 0 1 23 false true false false 4 2 false false false true true true 0 0
sender 148 1 0 1 24 false true false false 4 2 false false false true true true 0 0
[aF] 149 2 0 0 24 true true false false 4 2 false false false true true true 1 0
[aG] 150 2 0 0 24 true true false false 2 2 false false true true true true 0 0
receiver 151 2 0 0 24 true true false false 3 2 false false true true true true 0 0
[aA] 152 2 0 0 24 true true false false 4 2 false false true false true true 0 1
[aB] 153 4 0 0 24 true false false false 4 2 false false true false true true 0 0
sender 154 1 0 0 25 true false false false 4 2 false false true false true true 0 0
[aF] 155 2 0 0 25 false false false false 4 2 false false true false true true 1 0
[aG] 156 2 0 0 25 false false false false 2 2 false false false false true true 0 0
receiver 157 2 0 0 25 false false false false 3 2 false false false false true true 0 0
[aA] 158 2 0 0 25 false false false false 4 2 false false false true true true 0 1
[aB] 159 4 0 0 25 false true false false 4 2 false false false true true true 0 0
sender 160 1 0 0 26 false true false false 4 2 false false false true true true 0 0
[aF] 161 2 0 0 26 true true false false 4 2 false false false true true true 1 0
[aG] 162 2 0 0 26 true true false false 2 2 false false true true true true 0 0
receiver 163 2 0 0 26 true true false false 3 2 false false true true true true 0 0
[aA] 164 2 0 0 26 true true false false 4 2 false false true false true true 0 1
[aB] 165 4 0 0 26 true false false false 4 2 false false true false true true 0 0
sender 166 1 0 0 27 true false false false 4 2 false false true false true true 0 0
[aF] 167 2 0 0 27 false false false false 4 2 false false true false true true 1 0
[aG] 168 2 0 0 27 false false false false 2 2 false false false false true true 0 0
receiver 169 2 0 0 27 false false false false 3 2 false false false false true true 0 0
[aA] 170 2 0 0 27 false false false false 4 2 false false false true true true 0 1
[aB] 171 4 0 0 27 false true false false 4 2 false false false true true true 0 0
sender 172 1 0 0 28 false true false false 4 2 false false false true true true 0 0
[aF] 173 2 0 0 28 true true false false 4 2 false false false true true true 1 0
[aG] 174 2 0 0 28 true true false false 2 2 false false true true true true 0 0
receiver 175 2 0 0 28 true true false false 3 2 false false true true true true 0 0
[aA] 176 2 0 0 28 true true false false 4 2 false false true false true true 0 1
[aB] 177 4 0 0 28 true false false false 4 2 false false true false true true 0 0
sender 178 1 0 0 29 true false false false 4 2 false false true false true true 0 0
[aF] 179 2 0 0 29 false false false false 4 2 false false true false true true 1 0
[aG] 180 2 0 0 29 false false false false 2 2 false false false false true true 0 0
receiver 181 2 0 0 29 false false false false 3 2 false false false false true true 0 0
[aA] 182 2 0 0 29 false false false false 4 2 false false false true true true 0 1
[aB] 183 4 0 0 29 false true false false 4 2 false false false true true true 0 0
sender 184 1 0 0 30 false true false false 4 2 false false false true true true 0 0
[aF] 185 2 0 0 30 true true false false 4 2 false false false true true true 1 0
[aG] 186 2 0 0 30 true true false false 2 2 false false true true true true 0 0
receiver 187 2 0 0 30 true true false false 3 2 false false true true true true 0 0
[aA] 188 2 0 0 30 true true false false 4 2 false false true false true true 0 1
[aB] 189 4 0 0 30 true false false false 4 2 false false true false true true 0 0
sender 190 1 0 0 31 true false false false 4 2 false false true false true true 0 0
[aF] 191 2 0 0 31 false false false false 4 2 false false true false true true 1 0
[aG] 192 2 0 0 31 false false false false 2 2 false false false false true true 0 0
receiver 193 2 0 0 31 false false false false 3 2 false false false false true true 0 0
[aA] 194 2 0 0 31 false false false false 4 2 false false false true true true 0 1
[aB] 195 4 0 0 31 false true false false 4 2 false false false true true true 0 0
sender 196 1 0 0 32 false true false false 4 2 false false false true true true 0 0
[aF] 197 2 0 0 32 true true false true 4 2 false false false true true true 1 0
[aG] 198 2 0 0 32 true true false true 2 2 false true true true true true 0 0
receiver 199 2 0 0 32 true true false true 3 3 false true true true true true 0 0
[aA] 200 2 0 0 32 true true false true 4 3 false true true false true true 0 1
[aB] 201 4 0 0 32 true false false true 4 3 false true true false true true 0 0
sender 202 0 3 0 32 true false false true 4 3 false true true false true true 0 0
