state id: 1, label: empty
state id: 2, label: 101111111011
state id: 3, label: 101111111111
state id: 4, label: 101111101011
state id: 5, label: 101011101011
state id: 6, label: 101011001011
state id: 7, label: 101001000011
state id: 8, label: 101000000011
state id: 9, label: 100000000011
state id: 10, label: 100000000001
state id: 11, label: 100000000000
state id: 12, label: 110000000000
state id: 13, label: 101011111011
state id: 14, label: 101001111011
state id: 15, label: 101000111011
state id: 16, label: 101000101011
state id: 17, label: 101000001011
state id: 18, label: 101001001011
state id: 19, label: 101111101111
state id: 20, label: 101000101111
state id: 21, label: 101000111111
state id: 22, label: 101000000111
state id: 23, label: 101000001111
state id: 24, label: 100000000101
state id: 25, label: 100000000111
state id: 26, label: 101011101111
