state id: 1, label: empty
state id: 2, label: 10111111101111
state id: 3, label: 10111111111111
state id: 4, label: 10111110101111
state id: 5, label: 10101110101111
state id: 6, label: 10101100101111
state id: 7, label: 10100100001111
state id: 8, label: 10100000001111
state id: 9, label: 10000000001111
state id: 10, label: 10000000000111
state id: 11, label: 10000000000011
state id: 12, label: 11000000000001
state id: 13, label: 10000000000001
state id: 14, label: 10000000000000
state id: 15, label: 11000000000000
state id: 16, label: 10101111101111
state id: 17, label: 10100111101111
state id: 18, label: 10100010101111
state id: 19, label: 10100011101111
state id: 20, label: 10111110111111
state id: 21, label: 10100000101111
state id: 22, label: 10100011111111
state id: 23, label: 10100100101111
state id: 24, label: 10100000111111
state id: 25, label: 10100010111111
state id: 26, label: 10000000011111
state id: 27, label: 10100000011111
state id: 28, label: 10101110111111
state id: 29, label: 10000000010111
