state id: 1, label: empty
state id: 2, label: 101111111
state id: 3, label: 100111111
state id: 4, label: 100111101
state id: 5, label: 100011101
state id: 6, label: 100001101
state id: 7, label: 100000101
state id: 8, label: 100000001
state id: 9, label: 100000000
state id: 10, label: 110000001
state id: 11, label: 110000000
state id: 12, label: 101111110
state id: 13, label: 100011111
state id: 14, label: 100001111
state id: 15, label: 100001011
state id: 16, label: 100001001
state id: 17, label: 100001000
state id: 18, label: 101110110
state id: 19, label: 101110111
state id: 20, label: 100111100
state id: 21, label: 101111100
state id: 22, label: 100001100
state id: 23, label: 100011100
state id: 24, label: 101110100
state id: 25, label: 100000100
state id: 26, label: 100011110
state id: 27, label: 100111110
state id: 28, label: 100001010
state id: 29, label: 100001110
state id: 30, label: 110000101
state id: 31, label: 100010101
state id: 32, label: 110001000
state id: 33, label: 110001111
state id: 34, label: 110001110
