state id: 1, label: empty
state id: 2, label: 101111111111
state id: 3, label: 101111111110
state id: 4, label: 101111111010
state id: 5, label: 100111111111
state id: 6, label: 100111101111
state id: 7, label: 100011101111
state id: 8, label: 100001101111
state id: 9, label: 100000101111
state id: 10, label: 100000001111
state id: 11, label: 100000000111
state id: 12, label: 100000000101
state id: 13, label: 100000000000
state id: 14, label: 110000001111
state id: 15, label: 110000000111
state id: 16, label: 100000000110
state id: 17, label: 100000000010
state id: 18, label: 101111110010
state id: 19, label: 110000000000
state id: 20, label: 100011111110
state id: 21, label: 100111111110
state id: 22, label: 100001111010
state id: 23, label: 100011111010
state id: 24, label: 100001111111
state id: 25, label: 100001111110
state id: 26, label: 100001011110
state id: 27, label: 100001011111
state id: 28, label: 100001001010
state id: 29, label: 100001011010
state id: 30, label: 100001000000
state id: 31, label: 100001000010
state id: 32, label: 101110111000
state id: 33, label: 101111111000
state id: 34, label: 100111100000
state id: 35, label: 100011100000
state id: 36, label: 101110110000
state id: 37, label: 101111100000
state id: 38, label: 101110100000
state id: 39, label: 101111110000
state id: 40, label: 100001100000
state id: 41, label: 100000100000
state id: 42, label: 100001110000
state id: 43, label: 100001010000
state id: 44, label: 100111110000
state id: 45, label: 100011110000
state id: 46, label: 100010101010
state id: 47, label: 100000101010
state id: 48, label: 100111101110
state id: 49, label: 100011101010
state id: 50, label: 110001000000
state id: 51, label: 110001111111
state id: 52, label: 100001101010
state id: 53, label: 110000101010
state id: 54, label: 100011111111
state id: 55, label: 110001110000
