state id: 1, label: empty
state id: 2, label: 1011111111
state id: 3, label: 1011111110
state id: 4, label: 1001111111
state id: 5, label: 1001111011
state id: 6, label: 1000111011
state id: 7, label: 1000011011
state id: 8, label: 1000001011
state id: 9, label: 1000000011
state id: 10, label: 1000000001
state id: 11, label: 1000000000
state id: 12, label: 1100000011
state id: 13, label: 1100000001
state id: 14, label: 1100000000
state id: 15, label: 1011111100
state id: 16, label: 1000111111
state id: 17, label: 1000111110
state id: 18, label: 1000011111
state id: 19, label: 1000011110
state id: 20, label: 1000010110
state id: 21, label: 1000010111
state id: 22, label: 1000010000
state id: 23, label: 1000010010
state id: 24, label: 1011101100
state id: 25, label: 1011101110
state id: 26, label: 1001111000
state id: 27, label: 1011111000
state id: 28, label: 1000011000
state id: 29, label: 1000111000
state id: 30, label: 1011101000
state id: 31, label: 1000001000
state id: 32, label: 1000111100
state id: 33, label: 1001111100
state id: 34, label: 1000111010
state id: 35, label: 1000101010
state id: 36, label: 1000011100
state id: 37, label: 1000010100
state id: 38, label: 1000011010
state id: 39, label: 1100011111
state id: 40, label: 1000001010
state id: 41, label: 1100001010
state id: 42, label: 1100010000
state id: 43, label: 1100011100
