state id: 1, label: empty
state id: 2, label: 10111111
state id: 3, label: 10011110
state id: 4, label: 10111110
state id: 5, label: 10111100
state id: 6, label: 10111000
state id: 7, label: 10110111
state id: 8, label: 10110101
state id: 9, label: 10110001
state id: 10, label: 10100001
state id: 11, label: 10010001
state id: 12, label: 10000001
state id: 13, label: 10000000
state id: 14, label: 10111101
state id: 15, label: 10111001
state id: 16, label: 11000001
state id: 17, label: 10100000
state id: 18, label: 10011100
state id: 19, label: 10011111
state id: 20, label: 10010000
state id: 21, label: 10010100
