state id: 1, label: empty
state id: 2, label: 10111111111
state id: 3, label: 10111111101
state id: 4, label: 10111111100
state id: 5, label: 10111111110
state id: 6, label: 10101111111
state id: 7, label: 10100101111
state id: 8, label: 10100000111
state id: 9, label: 10000000011
state id: 10, label: 11000000011
state id: 11, label: 10000000001
state id: 12, label: 10000000000
state id: 13, label: 11000000000
state id: 14, label: 10101111101
state id: 15, label: 10101111100
state id: 16, label: 10100111100
state id: 17, label: 10100011100
state id: 18, label: 10100001000
state id: 19, label: 10100011000
state id: 20, label: 11000000001
state id: 21, label: 10100000000
state id: 22, label: 10100000100
state id: 23, label: 10100100100
state id: 24, label: 10100011111
state id: 25, label: 10100111111
state id: 26, label: 10100001011
state id: 27, label: 10100011011
state id: 28, label: 10100000001
state id: 29, label: 10100001001
