state id: 1, label: empty
state id: 2, label: 1011111111111
state id: 3, label: 1001111111111
state id: 4, label: 1000111111111
state id: 5, label: 1000011111111
state id: 6, label: 1000011110111
state id: 7, label: 1000011110011
state id: 8, label: 1000010110011
state id: 9, label: 1000010110001
state id: 10, label: 1000010010001
state id: 11, label: 1000010000001
state id: 12, label: 1000010000000
state id: 13, label: 1000000000001
state id: 14, label: 1000000000000
state id: 15, label: 1100000000000
state id: 16, label: 1100010000000
state id: 17, label: 1100011111111
state id: 18, label: 1100011110111
state id: 19, label: 1011101111111
state id: 20, label: 1000101111111
state id: 21, label: 1001101111111
state id: 22, label: 1100001111111
state id: 23, label: 1000001111111
state id: 24, label: 1000001110011
state id: 25, label: 1000001110111
state id: 26, label: 1000000110001
state id: 27, label: 1100010110011
state id: 28, label: 1000000010001
state id: 29, label: 1100000110001
state id: 30, label: 1100010000001
