state id: 1, label: empty
state id: 2, label: 101111111
state id: 3, label: 100111111
state id: 4, label: 100011111
state id: 5, label: 100001111
state id: 6, label: 100001011
state id: 7, label: 100001001
state id: 8, label: 100001000
state id: 9, label: 100000000
state id: 10, label: 110000000
state id: 11, label: 110001000
state id: 12, label: 110001111
state id: 13, label: 101110111
state id: 14, label: 100110111
state id: 15, label: 100010111
state id: 16, label: 100000111
state id: 17, label: 110000111
state id: 18, label: 100000011
state id: 19, label: 110001011
state id: 20, label: 100000001
state id: 21, label: 110000011
