state id: 1, label: empty
state id: 2, label: 10111111111
state id: 3, label: 10011111111
state id: 4, label: 10001111111
state id: 5, label: 10000111111
state id: 6, label: 10000111101
state id: 7, label: 10000111100
state id: 8, label: 10000101100
state id: 9, label: 10000100100
state id: 10, label: 10000100000
state id: 11, label: 10000000000
state id: 12, label: 11000000000
state id: 13, label: 11000100000
state id: 14, label: 11000111111
state id: 15, label: 10111011111
state id: 16, label: 11000111101
state id: 17, label: 10011011111
state id: 18, label: 10000011111
state id: 19, label: 10001011111
state id: 20, label: 10000011101
state id: 21, label: 11000011111
state id: 22, label: 11000101100
state id: 23, label: 10000011100
state id: 24, label: 11000001100
state id: 25, label: 10000001100
state id: 26, label: 10000000100
