state id: 1, label: empty
state id: 2, label: 10111111111111
state id: 3, label: 10111111111110
state id: 4, label: 10011111111111
state id: 5, label: 10001111111111
state id: 6, label: 10000111111111
state id: 7, label: 10000111101111
state id: 8, label: 10000111100111
state id: 9, label: 10000101100111
state id: 10, label: 10000101100011
state id: 11, label: 10000100100011
state id: 12, label: 10000100000011
state id: 13, label: 10000100000001
state id: 14, label: 10000000000011
state id: 15, label: 10000000000001
state id: 16, label: 11000000000001
state id: 17, label: 10000100000000
state id: 18, label: 10011111111110
state id: 19, label: 11000100000000
state id: 20, label: 10000111111110
state id: 21, label: 10001111111110
state id: 22, label: 10000111100110
state id: 23, label: 10000111101110
state id: 24, label: 10000101100010
state id: 25, label: 10000101100110
state id: 26, label: 10000100000010
state id: 27, label: 10000100100010
state id: 28, label: 10111011111111
state id: 29, label: 11000111111110
state id: 30, label: 11000111101111
state id: 31, label: 11000111111111
state id: 32, label: 10001011111111
state id: 33, label: 10011011111111
state id: 34, label: 10000011101111
state id: 35, label: 10000011100111
state id: 36, label: 10000011111111
state id: 37, label: 11000011111111
state id: 38, label: 11000001100011
state id: 39, label: 10000000100011
state id: 40, label: 11000101100111
state id: 41, label: 10000001100011
state id: 42, label: 11000100000011
state id: 43, label: 11000100000001
