state id: 1, label: empty
state id: 2, label: 1011111111
state id: 3, label: 1001111111
state id: 4, label: 1000111111
state id: 5, label: 1000011111
state id: 6, label: 1000011110
state id: 7, label: 1000010110
state id: 8, label: 1000010010
state id: 9, label: 1000010000
state id: 10, label: 1000000000
state id: 11, label: 1100000000
state id: 12, label: 1100010000
state id: 13, label: 1100011111
state id: 14, label: 1011101111
state id: 15, label: 1100011110
state id: 16, label: 1001101111
state id: 17, label: 1000101111
state id: 18, label: 1100001111
state id: 19, label: 1000001111
state id: 20, label: 1100010110
state id: 21, label: 1000001110
state id: 22, label: 1100000110
state id: 23, label: 1000000110
state id: 24, label: 1000000010
